entry_id,archetype,channel,side,novel_dim,n_exits_tested,best_score,median_score,best_exit,best_exit_family,best_tp,best_sl,best_triggers
E098,cc_pc_pump_no_oi_5m_short,*,short,pc_pump; no_oi_signal_within_5m_after,13,0.217159,-0.28,fixed_tp1_sl1_symmetric,fixed,0.32,5.73,5000
E167,cc_pc_crash_oi_crash_5m_strong_short,*,short,pc_and_oi_crash_within_5m,13,0.217159,-0.28,fixed_tp1_sl1_symmetric,fixed,0.32,5.73,5000
E168,cc_pc_oi_misaligned_short,*,short,pc_pump_oi_crash_within_5m,13,0.217159,-0.28,fixed_tp1_sl1_symmetric,fixed,0.32,5.73,5000
E169,cc_pc_pump_then_oi_crash_3m_short,*,short,pc_pump_then_oi_crash_3m,13,0.217159,-0.28,fixed_tp1_sl1_symmetric,fixed,0.32,5.73,5000
E179,cc_r6_after_pc_pump_short,*,short,r6_after_pc_pump_within_5m,13,0.217159,-0.28,fixed_tp1_sl1_symmetric,fixed,0.32,5.73,5000
E181,cc_pc_oi_premium_diverge_short,*,short,pc_oi_premium_diverge,13,0.217159,-0.28,fixed_tp1_sl1_symmetric,fixed,0.32,5.73,5000
E188,cc_pc_oi_basis_diverge_short,*,short,pc_oi_basis_diverge,13,0.217159,-0.28,fixed_tp1_sl1_symmetric,fixed,0.32,5.73,5000
E189,cc_pc_to_r6_chain_short,*,short,pc_then_r6_within_5m,13,0.217159,-0.28,fixed_tp1_sl1_symmetric,fixed,0.32,5.73,5000
E190,cc_oi_to_r6_chain_short,*,short,oi_then_r6_within_5m,13,0.217159,-0.28,fixed_tp1_sl1_symmetric,fixed,0.32,5.73,5000
E191,cc_pc_burst_3plus_then_oi_short,*,short,pc_burst_3plus_then_oi,13,0.217159,-0.28,fixed_tp1_sl1_symmetric,fixed,0.32,5.73,5000
E192,cc_oi_3plus_then_pc_short,*,short,oi_3plus_then_pc,13,0.217159,-0.28,fixed_tp1_sl1_symmetric,fixed,0.32,5.73,5000
E195,cc_pc_oi_global_long_extreme_short,*,short,pc_oi_global_long_extreme,13,0.217159,-0.28,fixed_tp1_sl1_symmetric,fixed,0.32,5.73,5000
E197,cc_pc_btc_diverge_oi_align_short,*,short,pc_btc_diverge; oi_btc_align,13,0.217159,-0.28,fixed_tp1_sl1_symmetric,fixed,0.32,5.73,5000
E199,cc_pc_oi_session_asia_short,*,short,pc_oi_session=Asian,13,0.217159,-0.28,fixed_tp1_sl1_symmetric,fixed,0.32,5.73,5000
E200,cc_pc_oi_weekend_short,*,short,pc_oi_weekday in [Sat;Sun],13,0.217159,-0.28,fixed_tp1_sl1_symmetric,fixed,0.32,5.73,5000
E075,r6_bigmove_crash_30s_long,Reserved6,long,delay_seconds=30; side_event=crash,13,0.201535,-0.277012,fixed_tp1_sl1_symmetric,fixed,0.47,4.83,120
E076,r6_bigmove_crash_1m_long,Reserved6,long,delay_seconds=60; side_event=crash,13,0.201535,-0.277012,fixed_tp1_sl1_symmetric,fixed,0.47,4.83,120
E077,r6_pump_btc_bull_long,Reserved6,long,side_event=pump; btc_24h_pct>=0,13,0.201535,-0.277012,fixed_tp1_sl1_symmetric,fixed,0.47,4.83,120
E079,r6_crash_oversold_long,Reserved6,long,side_event=crash; pretrend_30m_pct<=-15,13,0.201535,-0.277012,fixed_tp1_sl1_symmetric,fixed,0.47,4.83,120
E080,r6_pump_oi_confirms_long,Reserved6,long,side_event=pump; oi_change_5m_pos,13,0.201535,-0.277012,fixed_tp1_sl1_symmetric,fixed,0.47,4.83,120
E087,r6_first_in_2h_long,Reserved6,long,r6_signals_in_2h=1; side_event=pump,13,0.201535,-0.277012,fixed_tp1_sl1_symmetric,fixed,0.47,4.83,120
E089,r6_after_oi_long,Reserved6,long,oi_signal_within_5m_before; side_event=pump,13,0.201535,-0.277012,fixed_tp1_sl1_symmetric,fixed,0.47,4.83,120
E152,r6_pump_3rd_or_more_avoid,Reserved6,both,r6_signals_in_2h>=3,13,0.201535,-0.277012,fixed_tp1_sl1_symmetric,fixed,0.47,4.83,120
E157,r6_pump_basis_align_long,Reserved6,long,side_event=pump; basis_narrowing,13,0.201535,-0.277012,fixed_tp1_sl1_symmetric,fixed,0.47,4.83,120
E164,r6_pump_macro_event_avoid,Reserved6,both,near_macro_event,13,0.201535,-0.277012,fixed_tp1_sl1_symmetric,fixed,0.47,4.83,120
E082,r6_pump_taker_buy_long,Reserved6,long,side_event=pump; taker_buy_ratio_5m>=0.6,13,0.193152,-0.276079,fixed_tp1_sl1_symmetric,fixed,0.36,3.47,102
E014,oi_crash_delayed_30s_long,OI_Price,long,delay_seconds=30; oi_change_pct<=-8,14,0.190275,-0.261775,fixed_tp1_sl1_symmetric,fixed,0.59,4.6,250
E031,oi_crash_oi_recovers_long,OI_Price,long,oi_change_pct<=-8; oi_recovers_within_60s,14,0.190275,-0.261775,fixed_tp1_sl1_symmetric,fixed,0.59,4.6,250
E104,oi_crash_basis_narrowing_long,OI_Price,long,oi_change_pct<=-8; basis_narrowing,13,0.190275,-0.261775,fixed_tp1_sl1_symmetric,fixed,0.59,4.6,250
E108,oi_crash_idiosyncratic_long,OI_Price,long,oi_change_pct<=-8; btc_correlation_30d<=0.3,13,0.190275,-0.261775,fixed_tp1_sl1_symmetric,fixed,0.59,4.6,250
