strategy_family,channel,event_type,side,entry_timing,tested_strategies,sample_gt15_count,sample_ge50_count,sample_ge100_count,median_sample_size,max_sample_size,best_median_net_pct,median_of_median_net_pct,median_p10_net_pct,best_robust_score,median_robust_score,median_stability_score,best_stability_score,positive_stress_rate_pct,positive_p10_rate_pct,future_safety_pass_rate_pct,median_baseline_lift_pct,unique_clusters,unique_exit_families,unique_entry_families,median_top_symbol_share_pct,best_strategy_id,best_sample_size,best_sample_tier,entry_catalog_score
oi_funding_continuation,ANY,crash,short,3m,133,133,0,0,38.0,38,23.821711540222168,21.56098037958145,-4.224158823490143,0.0724035139203071,0.0646309548580646,0.6722180750000001,0.72169575,100.0,0.0,100.0,22.012709826231003,2,1,1,28.94736842105264,v6_fc8c485029e44f9413,34,exploratory_watchlist,0.6546601941747574
liquidity_filtered_momentum,BWE_OI_Price_monitor,ANY,long,T0,4180,4180,4104,2999,455.0,1401,14.861002564430237,4.775841161608696,-3.2241586595773697,0.0446410329967737,0.0087608511254191,0.457129125,0.742104475,85.76555023923444,0.0,100.0,5.227570608258247,30,8,1,5.555555555555555,v6_30d779d348239c9e70,455,higher_confidence_watchlist,0.6499029126213592
contrarian_crash_fade,BWE_pricechange_monitor,pump,long,3m,741,741,313,0,44.0,62,16.443711519241333,2.0199092105031013,-4.890594258904457,0.0428205133551359,0.0035566429303586,0.362227275,0.6029149,100.0,6.612685560053981,100.0,2.4716386571526527,4,3,1,17.24137931034483,v6_18642da49fd0f3dca9,62,validated_watchlist,0.625631067961165
cross_channel_continuation,ANY,ANY,long,1m,1042,1042,703,486,89.0,392,16.403016448020935,10.060795396566393,-3.2241586595773697,0.0591087468931078,0.0321803075292706,0.5718921250000001,0.7244029000000001,60.076775431861805,0.0,100.0,10.512524843215944,9,3,1,16.666666666666664,v6_d8cb6ea18e03bcbf01,392,higher_confidence_watchlist,0.6240776699029127
contrarian_crash_fade,BWE_pricechange_monitor,pump,long,1m,389,389,270,137,62.0,441,16.61331206560135,5.94032034277916,-5.224158987402916,0.0434141152673959,0.0061027092612873,0.390834925,0.605198875,95.11568123393316,7.197943444730077,100.0,6.392049789428712,11,9,1,12.903225806451612,v6_7fcede4a6bdf396591,62,validated_watchlist,0.6141747572815534
taker_flow_reversal,BWE_OI_Price_monitor,pump,long,30s,106,106,106,106,478.0,478,9.72033366560936,9.72033366560936,-1.7241587862372398,0.030528691470921,0.030528691470921,0.65469405,0.65469405,100.0,0.0,100.0,10.172063112258911,1,1,1,3.1380753138075312,v6_443661ebb1cf03eb69,478,higher_confidence_watchlist,0.6051456310679613
premium_basis_overheat,ANY,crash,long,5m,73,73,10,0,29.0,73,13.844887912273409,12.61988878250122,-2.2241588681936264,0.042864631088376,0.0385771341341734,0.6114094000000002,0.6315895000000001,100.0,0.0,100.0,13.071618229150772,2,2,1,6.896551724137931,v6_2a251d64cb57c35d9a,29,early_alpha,0.591747572815534
contrarian_crash_fade,BWE_OI_Price_monitor,ANY,long,T0,1422,1422,751,685,54.0,913,12.430839985609056,0.8085869252681732,-2.2241588681936264,0.0379354633450508,0.0029572578985244,0.424652,0.6873942500000001,80.028129395218,0.0,100.0,1.2603163719177246,21,11,1,16.666666666666664,v6_c0fab0d0dc048f7b2e,115,higher_confidence_watchlist,0.5802912621359224
state_machine_runner,ANY,ANY,long,3m,4334,4334,3877,3698,1344.0,3032,12.34074980020523,5.744003504514694,-5.224158987402916,0.0389201473340392,0.0095666992017626,0.4777385,0.59868805,73.53484079372404,0.0,100.0,6.195732951164246,39,9,1,4.389880952380952,v6_eee5f3c409b7982c03,1344,higher_confidence_watchlist,0.5776699029126214
oi_funding_continuation,ANY,crash,long,1m,441,441,31,0,28.0,51,17.98195242881775,12.594418227672575,-5.224158987402916,0.04842798571527,0.03828435280025,0.615410075,0.66927055,60.090702947845806,0.0,100.0,13.046147674322128,4,4,1,7.142857142857142,v6_a3a2f221e6d48bcd01,28,early_alpha,0.5671844660194175
