strategy_family,side,entry_timing,exit_family,tested_strategies,sample_gt15_count,sample_ge50_count,sample_ge100_count,median_sample_size,max_sample_size,best_median_net_pct,median_of_median_net_pct,median_p10_net_pct,best_robust_score,median_robust_score,median_stability_score,best_stability_score,positive_stress_rate_pct,positive_p10_rate_pct,future_safety_pass_rate_pct,median_baseline_lift_pct,unique_clusters,unique_exit_families,unique_entry_families,median_top_symbol_share_pct,best_strategy_id,best_sample_size,best_sample_tier,combined_funnel_score
freshness_strict_confirmation,long,30s,failed_continuation,607,607,607,524,334.0,1091,20.80548107624054,17.804476618766785,-5.224158987402916,0.112740041321516,0.0742962711006403,0.7194160749999999,0.86589085,100.0,13.673805601317955,100.0,18.256206065416336,10,1,1,7.974335472043996,v6_8f21b07ab27a9ca722,68,validated_watchlist,0.802286995515695
freshness_strict_confirmation,long,30s,state_machine,2061,2061,1570,1351,139.0,904,23.294341564178467,8.33396092057228,-1.6578048467636108,0.1291272972822189,0.0233013872140645,0.5572685,0.8610862750000001,100.0,13.925278990781171,100.0,8.785690367221832,16,1,1,9.03954802259887,v6_7e3f77086aad66284a,236,higher_confidence_watchlist,0.7943497757847533
oi_funding_continuation,long,30s,breakeven_ratchet,422,422,422,334,102.0,111,21.86616957187653,15.759184956550598,-2.2241588681936264,0.1186540806233883,0.049795487293601,0.7415569625,0.885508975,100.0,19.431279620853083,100.0,16.21091440320015,4,1,1,3.92156862745098,v6_62a7735fcc14133733,102,higher_confidence_watchlist,0.7905381165919282
contrarian_crash_fade,long,30s,indicator_invalidation,1324,1324,1280,1061,341.0,954,18.546868860721588,9.7024567425251,-5.224158987402916,0.0950864667028188,0.020886121636629,0.549899625,0.8858094000000001,100.0,15.40785498489426,100.0,10.154186189174652,6,1,1,17.008797653958943,v6_ef65d121e8a0c33a26,321,higher_confidence_watchlist,0.784304932735426
premium_basis_overheat,long,30s,runner_trail,478,478,478,478,420.0,1401,15.100090205669405,13.025444746017456,-5.224158987402916,0.0817809810817241,0.0551451350957155,0.6885920000000001,0.8653515,100.0,23.84937238493724,100.0,13.477174192667007,5,1,1,6.079664570230608,v6_bac7412912c100cee2,321,higher_confidence_watchlist,0.7801793721973095
premium_basis_overheat,long,30s,state_machine,438,438,438,438,420.0,1401,15.960444509983065,14.096243679523468,-5.224158987402916,0.0852174813866615,0.0627691022127866,0.7037254249999999,0.8742178500000001,100.0,25.11415525114155,100.0,14.54797312617302,4,1,1,3.571428571428571,v6_3b209ada5128e04308,321,higher_confidence_watchlist,0.7794618834080718
oi_funding_continuation,long,3m,runner_trail,1697,1697,1138,875,133.0,3795,16.351188719272614,9.39701646566391,-5.224158987402916,0.0782295693159103,0.0254632001698017,0.5586894,0.802938925,100.0,6.599882144961697,100.0,9.84874591231346,17,1,1,13.333333333333334,v6_7e52621494b6ff6de9,30,exploratory_watchlist,0.7778026905829597
premium_basis_overheat,long,30s,indicator_invalidation,267,267,223,223,321.0,954,18.546868860721588,15.032416582107544,-0.906839780509472,0.0950864667028188,0.0606096613615751,0.718303425,0.8858094000000001,100.0,40.44943820224719,100.0,15.484146028757095,3,1,1,6.079664570230608,v6_247669ac1f1496c94a,321,higher_confidence_watchlist,0.7768609865470852
contrarian_crash_fade,long,30s,partial_ladder,2840,2840,2270,2270,341.0,1401,12.718768417835236,5.873363092541695,-2.2241588681936264,0.0632121539682149,0.0173529229158163,0.5298107,0.7950693250000002,100.0,7.007042253521127,100.0,6.325092539191246,13,1,1,6.079664570230608,v6_08c905f8b420a36d0f,321,higher_confidence_watchlist,0.772780269058296
state_machine_runner,long,T0,breakeven_ratchet,3343,3343,2952,2952,206.0,1401,19.77584660053253,1.6994737088680267,-1.363468915224075,0.1022160455048084,0.0035299120426177,0.477484775,0.8909237750000001,100.0,1.1666168112473827,100.0,2.151203155517578,19,1,1,6.079664570230608,v6_d559b598378bae1f75,321,higher_confidence_watchlist,0.7699551569506726
freshness_strict_confirmation,long,5m,state_machine,2806,2806,2806,2718,441.0,3795,16.72869324684143,6.596763432025909,-5.224158987402916,0.0888058604240417,0.0094161950498819,0.488850125,0.8663650749999999,100.0,2.4233784746970777,100.0,7.048492878675461,22,1,1,5.895691609977324,v6_f810d88af31d83df94,236,higher_confidence_watchlist,0.7624215246636772
premium_basis_overheat,long,30s,time_decay,650,650,437,437,420.0,1401,16.526153683662415,13.047921657562256,-4.224158823490143,0.077324901330471,0.0482230609238147,0.714370175,0.765023525,100.0,6.769230769230769,100.0,13.499651104211807,7,1,1,6.079664570230608,v6_89705d0ed0320a7dd5,321,higher_confidence_watchlist,0.7621973094170403
contrarian_crash_fade,long,30s,time_decay,2695,2695,2242,2130,341.0,1401,16.526153683662415,7.1311116218566895,-4.224158823490143,0.077324901330471,0.0162458596858382,0.5518443500000001,0.765023525,100.0,1.7439703153988868,100.0,7.582841068506241,10,1,1,7.209136331192005,v6_57d9efd19d064c77b2,321,higher_confidence_watchlist,0.7608071748878924
state_machine_runner,long,T0,time_decay,3121,3121,2745,2258,381.0,1401,16.60131961107254,11.257001012563704,-4.224158823490143,0.0779333769738674,0.0362270265772938,0.7047634749999999,0.769919125,100.0,0.0,100.0,11.708730459213257,25,1,1,6.079664570230608,v6_19beffe26725f74db9,381,higher_confidence_watchlist,0.7586098654708521
freshness_strict_confirmation,long,30s,runner_trail,2386,2386,263,169,28.0,116,17.97633171081543,10.39797216653824,-2.2241588681936264,0.1032176452636718,0.0308004259783029,0.5705192,0.753420075,100.0,11.316010058675609,100.0,10.849701613187792,6,1,1,14.285714285714285,v6_2f419d2bd03d2f112b,24,early_alpha,0.7569058295964125
liquidity_filtered_momentum,long,T0,breakeven_ratchet,1392,1392,1392,1392,455.0,1401,17.46291220188141,14.861002564430237,-3.2241586595773697,0.0819699251979589,0.0446410329967737,0.742104475,0.792909275,100.0,0.0,100.0,15.312732011079788,7,1,1,3.149606299212598,v6_1119ad97a5655ef5ec,381,higher_confidence_watchlist,0.7404932735426007
contrarian_crash_fade,long,30s,failed_continuation,2443,2443,2443,2443,420.0,1401,20.00238001346588,11.326094716787338,-5.224158987402916,0.0961617594540119,0.0351088549041748,0.6634224750000001,0.8409435250000001,100.0,0.0,100.0,11.77782416343689,5,1,1,6.079664570230608,v6_9c1ecb50b2acc7f374,321,higher_confidence_watchlist,0.735695067264574
state_machine_runner,long,T0,failed_continuation,4674,4674,1727,1727,42.0,1401,19.598153233528137,0.4713915288448334,-0.6178100593388081,0.0947523995697498,0.0029572578985244,0.431175125,0.8050683750000001,100.0,4.685494223363286,100.0,0.9231209754943848,21,1,1,28.57142857142857,v6_9afd14c158d3fc4adc,321,higher_confidence_watchlist,0.7332286995515696
premium_basis_overheat,long,30s,partial_ladder,411,411,411,411,420.0,1401,10.446827858686447,6.115811318159103,-5.224158987402916,0.0599871190220117,0.0246722150057554,0.542149675,0.7950693250000002,100.0,26.763990267639905,100.0,6.567540764808655,5,1,1,3.571428571428571,v6_58bc6eedb077fcdf78,321,higher_confidence_watchlist,0.7230941704035875
state_machine_runner,long,T0,partial_ladder,1985,1985,1690,1643,145.0,1401,10.32584235072136,5.1214758306741714,-5.224158987402916,0.0598741512209177,0.0130995726197957,0.4699215,0.7935573000000001,100.0,1.914357682619648,100.0,5.573205277323723,20,1,1,10.344827586206897,v6_278e48536007a71d37,321,higher_confidence_watchlist,0.7219282511210762
cross_channel_continuation,long,1m,breakeven_ratchet,875,875,657,657,354.0,392,18.35598051548004,12.435319274663923,-3.2241586595773697,0.0852832401126623,0.040651141102612,0.7244029000000001,0.79363395,100.0,0.0,100.0,12.887048721313477,6,1,1,3.389830508474576,v6_a71546ec4dcdcf990d,354,higher_confidence_watchlist,0.7214349775784753
contrarian_crash_fade,long,30s,multi_tp_sl,1545,1545,1545,1328,341.0,954,11.775840818881989,4.275841265916824,-2.2241588681936264,0.061542965516448,0.0148487165153026,0.5031830500000001,0.7397588250000001,100.0,13.074433656957927,100.0,4.727570712566376,9,1,1,6.079664570230608,v6_5aaa1d605a45c70b86,321,higher_confidence_watchlist,0.7211659192825113
liquidity_filtered_momentum,long,T0,failed_continuation,1134,1134,243,243,42.0,954,12.657669186592102,3.080841153860092,-1.024158950895071,0.0372293661743402,0.0183717734135687,0.564891525,0.7083922749999999,100.0,47.53086419753087,100.0,3.532570600509644,3,1,1,28.57142857142857,v6_c3f7f166a596f3936c,954,higher_confidence_watchlist,0.7176233183856502
state_machine_runner,long,T0,fixed_tp_sl,2429,2429,2327,2314,347.0,1401,4.775841161608696,2.7758410200476646,-2.2241588681936264,0.0336429675504565,0.0101148332651704,0.4949109500000001,0.688776225,100.0,23.34293948126801,100.0,3.227570466697216,22,1,1,2.850877192982456,v6_ca60f9ead3c1807ba3,321,higher_confidence_watchlist,0.7145291479820628
oi_funding_continuation,long,1m,time_decay,2000,2000,1115,1115,335.0,392,16.455386579036713,9.125888347625732,-4.224158823490143,0.0768803935945034,0.0286081322500109,0.6380795000000001,0.7693396,100.0,0.0,100.0,9.577617794275284,7,1,1,3.459119496855346,v6_bb768efadbf33a59e1,354,higher_confidence_watchlist,0.7126905829596412
contrarian_crash_fade,long,30s,fixed_tp_sl,1426,1426,1426,1140,341.0,954,7.775840908288956,4.775841161608696,-2.2241588681936264,0.0422429661273956,0.0119023174032568,0.5334759750000001,0.688248525,100.0,18.723702664796637,100.0,5.227570608258247,11,1,1,6.079664570230608,v6_db69738df486ac94be,321,higher_confidence_watchlist,0.7122869955156951
oi_funding_continuation,long,3m,time_decay,1181,1181,1181,1181,392.0,1344,16.04085862636566,11.184663325548172,-4.224158823490143,0.0739525584459304,0.0290738451689481,0.653943625,0.7643716000000002,100.0,0.0,100.0,11.636392772197723,8,1,1,3.459119496855346,v6_c44f5aec54a24305b1,354,higher_confidence_watchlist,0.7053811659192826
oi_funding_continuation,long,1m,state_machine,2129,2129,363,0,30.0,80,14.035284519195557,8.843201398849487,-2.2241588681936264,0.0777862928807735,0.0242787282913923,0.4997941249999999,0.71236735,100.0,20.666979802724285,100.0,9.29493084549904,4,1,1,26.666666666666668,v6_a0f4e86fc8af8b4ac1,24,early_alpha,0.7030493273542602
premium_basis_overheat,long,30s,failed_continuation,447,447,447,447,954.0,1401,20.00238001346588,15.953800082206726,-5.224158987402916,0.0961617594540119,0.0615066121727228,0.725710075,0.8409435250000001,100.0,0.0,100.0,16.405529528856277,4,1,1,6.079664570230608,v6_b0a2f3db55cb93618a,321,higher_confidence_watchlist,0.6979372197309417
message_context_breakout,long,30s,breakeven_ratchet,1408,1408,1408,651,50.0,273,19.22389566898346,14.328685402870178,-3.2241586595773697,0.087859793934226,0.0417179229313135,0.6350916750000001,0.7875120750000001,100.0,0.0,100.0,14.78041484951973,4,1,1,16.0,v6_8fd162e0643145aba7,227,higher_confidence_watchlist,0.6968161434977579
liquidity_filtered_momentum,long,T0,state_machine,2260,2260,2170,485,72.0,1401,14.092263579368591,11.665941774845123,-3.2241586595773697,0.0649540195792913,0.0331583202332258,0.62358875,0.721043075,100.0,0.0,100.0,12.117671221494676,7,1,1,5.88235294117647,v6_095129911e3642d9e8,68,validated_watchlist,0.6900896860986547
cross_channel_continuation,long,3m,breakeven_ratchet,549,549,412,412,354.0,392,17.7555650472641,14.911386370658876,-3.2241586595773697,0.0825182134240865,0.0441973763185739,0.6931792250000001,0.7908675750000002,100.0,0.0,100.0,15.363115817308428,4,1,1,3.389830508474576,v6_5e5d494a7bc04c1a9a,354,higher_confidence_watchlist,0.6880269058295965
state_machine_runner,long,T0,multi_tp_sl,1235,1235,823,589,79.0,1401,7.275841385126114,1.369466632604599,-2.2241588681936264,0.0471036273449659,0.0047980771020054,0.4277675249999999,0.7410603750000001,100.0,8.178137651821862,100.0,1.8211960792541504,23,1,1,9.243697478991598,v6_f659bda7526d587034,321,higher_confidence_watchlist,0.6869955156950673
state_machine_runner,long,3m,runner_trail,2211,2211,1827,1648,764.0,3795,18.051189184188843,9.15701538324356,-5.224158987402916,0.0737084688574075,0.0236026655346155,0.6377246750000001,0.6901751250000001,100.0,0.0,100.0,9.608744829893112,13,1,1,4.389880952380952,v6_0e6568908e803e6e2d,764,higher_confidence_watchlist,0.6836322869955158
premium_basis_overheat,long,1m,time_decay,830,830,830,610,149.0,1344,16.823983192443848,10.545598715543749,-4.224158823490143,0.0749418098926544,0.0329785938897728,0.6270051750000001,0.7433782499999999,100.0,0.0,100.0,10.9973281621933,8,1,1,4.716981132075472,v6_966197b3ac43ad35d5,106,higher_confidence_watchlist,0.6765919282511211
freshness_strict_confirmation,long,5m,time_decay,1404,1404,1404,1404,441.0,1344,19.248196482658383,5.35205714404583,-4.224158823490143,0.0859000061154365,0.0124025949460268,0.5033659500000001,0.7713648000000001,100.0,0.0,100.0,5.803786590695381,14,1,1,3.92156862745098,v6_0feb40c0a244beb1ef,227,higher_confidence_watchlist,0.6755156950672646
premium_basis_overheat,long,5m,time_decay,941,941,941,315,61.0,434,17.093954980373383,9.866245836019516,-1.824158988893032,0.0755621534287929,0.0290157201343774,0.577165075,0.7485181250000001,100.0,0.0,100.0,10.317975282669067,8,1,1,8.19672131147541,v6_59a1c6e4051d2c9b92,366,higher_confidence_watchlist,0.6733632286995516
state_machine_runner,long,3m,fixed_tp_sl,951,951,951,951,764.0,3795,7.775840908288956,4.775841161608696,-2.2241588681936264,0.0395429660081863,0.0127374950969219,0.5424623500000001,0.6191559750000001,100.0,13.564668769716087,100.0,5.227570608258247,10,1,1,4.057591623036649,v6_e1553031476cc62550,764,higher_confidence_watchlist,0.6705381165919283
message_context_breakout,long,5m,breakeven_ratchet,412,412,412,412,227.0,273,19.353583455085754,15.25508463382721,-3.2241586595773697,0.0874883675903081,0.0460203202396631,0.734139375,0.787139425,100.0,0.0,100.0,15.70681408047676,2,1,1,3.524229074889868,v6_1829dccd8a1642840c,227,higher_confidence_watchlist,0.6702690582959641
state_machine_runner,long,3m,state_machine,1576,1576,1576,1576,764.0,3795,13.980646431446075,10.115446150302889,-5.224158987402916,0.0555833057016134,0.0263018064647912,0.6556742500000001,0.6990137500000001,100.0,0.0,100.0,10.56717559695244,5,1,1,4.057591623036649,v6_f847513d696c0fc493,764,higher_confidence_watchlist,0.6696412556053812
contrarian_crash_fade,long,1m,state_machine,600,600,550,348,155.0,3795,16.61331206560135,9.97830405831337,-5.224158987402916,0.0509304851740598,0.021251587241888,0.525502675,0.686428825,100.0,4.666666666666667,100.0,10.43003350496292,8,1,1,10.75268817204301,v6_3bfac38ea420648595,764,higher_confidence_watchlist,0.6615695067264573
premium_basis_overheat,long,30s,multi_tp_sl,257,257,257,257,420.0,954,7.275841385126114,2.025841176509857,-5.224158987402916,0.0468119123905897,0.0148487165153026,0.5031830500000001,0.7397588250000001,100.0,43.190661478599225,100.0,2.477570623159409,3,1,1,3.571428571428571,v6_6b7dbe91449fd909de,321,higher_confidence_watchlist,0.6604484304932736
cross_channel_continuation,long,1m,runner_trail,889,889,559,444,82.0,365,14.656686782836914,8.881860971450806,-1.7241587862372398,0.0684268483847379,0.027894037041366,0.5999254250000001,0.7478245250000001,100.0,0.0,100.0,9.333590418100355,4,1,1,15.853658536585366,v6_399a9a7628c43bc4dc,284,higher_confidence_watchlist,0.6600448430493273
state_machine_runner,long,T0,runner_trail,2310,2310,1844,1833,184.0,1401,14.50093537569046,6.351365894079208,-5.224158987402916,0.0784264109492301,0.0169406045517324,0.4643853249999999,0.85894225,99.52380952380952,1.5584415584415583,100.0,6.80309534072876,28,1,1,10.44776119402985,v6_eda8e972722ae56097,321,higher_confidence_watchlist,0.6574887892376683
state_machine_runner,long,3m,breakeven_ratchet,1463,1463,1463,1463,764.0,1344,14.491167664527891,8.937301486730576,-5.224158987402916,0.052337811461091,0.0270480785989761,0.6276974000000001,0.703460325,100.0,0.0,100.0,9.389030933380129,4,1,1,4.057591623036649,v6_043741d443ad66e4bd,764,higher_confidence_watchlist,0.656816143497758
premium_basis_overheat,long,1m,breakeven_ratchet,741,741,741,741,764.0,1344,15.318235754966736,8.85142907500267,-5.224158987402916,0.0572854350715875,0.0269075251579284,0.6699252250000001,0.7151376500000001,100.0,0.0,100.0,9.303158521652222,2,1,1,4.057591623036649,v6_3efd39357557bc0bd3,764,higher_confidence_watchlist,0.6494618834080718
contrarian_crash_fade,long,T0,fixed_tp_sl,1001,1001,1001,574,221.0,657,7.775840908288956,2.7758410200476646,-3.339961916208267,0.0422429661273956,0.0084956239208579,0.4708313,0.6607914250000001,100.0,8.091908091908092,100.0,3.227570466697216,15,1,1,4.069767441860465,v6_d7085bf20253ee9bdb,221,higher_confidence_watchlist,0.6493273542600896
liquidity_filtered_momentum,long,T0,runner_trail,1382,1382,1192,1192,466.0,1401,13.507437705993652,9.03102308511734,-3.2241586595773697,0.0399035559922456,0.0237561048191785,0.5506467000000002,0.6987839250000001,100.0,0.0,100.0,9.482752531766891,9,1,1,5.36480686695279,v6_3d20acb9600710ec6d,340,higher_confidence_watchlist,0.648340807174888
premium_basis_overheat,long,5m,state_machine,1138,1138,808,600,110.0,1012,15.837454795837402,10.69512590765953,-3.0170513316988945,0.0741789979428052,0.0229754631179571,0.47884395,0.7588647,100.0,0.0,100.0,11.146855354309082,13,1,1,7.312252964426877,v6_0046895ac60143dc1f,93,validated_watchlist,0.6453363228699552
premium_basis_overheat,long,5m,indicator_invalidation,201,201,63,63,43.0,220,15.34295529127121,3.878658264875412,-4.079200327396393,0.078315340027213,0.0146464725548028,0.4340844,0.859328925,100.0,31.343283582089555,100.0,4.330387711524963,3,1,1,20.930232558139537,v6_c333aad2e6801e6b48,220,higher_confidence_watchlist,0.6444394618834082
state_machine_runner,long,3m,failed_continuation,1458,1458,1458,1458,764.0,1344,14.332500100135803,7.371535152196884,-5.224158987402916,0.0503365020662546,0.0209650690698623,0.583732075,0.699749775,100.0,0.0,100.0,7.8232645988464355,4,1,1,4.057591623036649,v6_3ffd7888edc76d17ec,764,higher_confidence_watchlist,0.6443946188340808
state_machine_runner,long,3m,time_decay,2051,2051,1156,977,80.0,1344,12.34074980020523,11.184663325548172,-4.224158823490143,0.0389201473340392,0.0290738451689481,0.571814425,0.653943625,100.0,0.0,100.0,11.636392772197723,13,1,1,20.0,v6_ecc694963975581c55,764,higher_confidence_watchlist,0.6431838565022422
premium_basis_overheat,long,30s,fixed_tp_sl,216,216,216,216,321.0,954,4.775841161608696,2.7758410200476646,0.825841084588319,0.0333429675504565,0.0116826302476227,0.536507675,0.688248525,100.0,67.12962962962963,100.0,3.227570466697216,3,1,1,3.4267912772585665,v6_591f1ac2198781805c,321,higher_confidence_watchlist,0.6418834080717489
message_context_breakout,long,30s,runner_trail,448,448,448,448,237.0,273,15.529470145702362,12.990089878439903,-3.2241586595773697,0.0469806695312261,0.0380128385958075,0.6594378625000001,0.7206665,100.0,0.0,100.0,13.441819325089456,3,1,1,7.812585424525722,v6_12bde3d39da44b8e14,201,higher_confidence_watchlist,0.6401793721973094
freshness_strict_confirmation,long,5m,failed_continuation,970,970,970,970,441.0,1344,16.826292872428894,7.442941516637802,-5.224158987402916,0.0661820762306451,0.0129778183460235,0.511174,0.71339825,100.0,0.0,100.0,7.8946709632873535,10,1,1,5.895691609977324,v6_50d5cd58635d905ffd,334,higher_confidence_watchlist,0.6392825112107623
premium_basis_overheat,long,1m,failed_continuation,735,735,735,735,764.0,1344,15.008828043937685,7.860329002141952,-5.224158987402916,0.0538630376964807,0.0234386749029159,0.650545875,0.708894825,100.0,0.0,100.0,8.312058448791504,2,1,1,4.057591623036649,v6_99271105ccf1623905,764,higher_confidence_watchlist,0.6373991031390134
liquidity_filtered_momentum,long,T0,time_decay,1126,1126,684,246,57.0,954,11.98177933692932,10.618220269680023,-2.624158933758736,0.0354637508779764,0.0307066823750734,0.64033015,0.6734772499999999,100.0,0.0,100.0,11.069949716329576,4,1,1,10.526315789473683,v6_6d0d1e6d998d96ed7a,954,higher_confidence_watchlist,0.6334080717488789
oi_funding_continuation,long,3m,state_machine,595,595,595,595,1344.0,3795,13.20064663887024,10.815446078777311,-5.224158987402916,0.0514687516242265,0.0241815843135118,0.59868805,0.6885223,100.0,0.0,100.0,11.267175525426865,8,1,1,4.389880952380952,v6_d9dc9afc7fb4a6884b,764,higher_confidence_watchlist,0.6282511210762333
cross_channel_continuation,long,3m,runner_trail,961,961,337,275,47.0,365,14.828619360923769,7.008355110883713,-3.2241586595773697,0.0681058580011129,0.0166967669093608,0.48706055,0.74852275,100.0,0.0,100.0,7.460084557533264,6,1,1,19.148936170212767,v6_5a1244b70c0c1f01e4,284,higher_confidence_watchlist,0.6275336322869955
state_machine_runner,long,3m,indicator_invalidation,532,532,532,176,62.0,109,6.998381763696671,3.433798998594284,-1.2241588905453682,0.0322258655894547,0.0119869921439886,0.4908849,0.6774203999999999,100.0,33.08270676691729,100.0,3.885528445243835,2,1,1,17.741935483870968,v6_d5521465f92643f8ac,109,higher_confidence_watchlist,0.6265470852017937
premium_basis_overheat,long,1m,runner_trail,975,975,975,975,764.0,3795,12.654578685760498,9.030422568321228,-5.224158987402916,0.0517225320845842,0.0217819932311773,0.6187960250000001,0.686780725,100.0,0.0,100.0,9.48215201497078,3,1,1,4.057591623036649,v6_e5514573b1da077b9d,764,higher_confidence_watchlist,0.6235874439461884
freshness_strict_confirmation,long,30s,prove_or_exit,331,331,331,106,70.0,201,16.209112107753754,13.732866942882538,-5.224158987402916,0.0559491820301115,0.0433319306963682,0.6146011,0.7220541,100.0,0.0,100.0,14.18459638953209,4,1,1,16.666666666666664,v6_997445e7aff00de3b8,60,validated_watchlist,0.6235426008968611
premium_basis_overheat,long,1m,indicator_invalidation,223,223,110,110,30.0,220,16.12114906311035,3.2415375113487244,-5.224158987402916,0.0810006510913372,0.0078812654912099,0.3482298750000001,0.8628831000000001,100.0,49.327354260089685,100.0,3.693266957998276,3,1,1,10.0,v6_970501f9a03644c302,220,higher_confidence_watchlist,0.617713004484305
message_context_breakout,long,5m,runner_trail,271,271,271,271,201.0,273,14.645671844482422,13.605672121047974,-3.2241586595773697,0.0438873754769563,0.0402473764449358,0.69056135,0.7048281750000001,100.0,0.0,100.0,14.057401567697523,2,1,1,6.467661691542288,v6_5ac844ceedf8fc5828,201,higher_confidence_watchlist,0.6165470852017938
freshness_strict_confirmation,long,5m,breakeven_ratchet,694,694,694,694,441.0,1344,14.663413166999815,7.52268061041832,-5.224158987402916,0.0525757830053567,0.0131888128280639,0.513604975,0.7044786000000001,100.0,0.0,100.0,7.974410057067871,6,1,1,5.895691609977324,v6_774faac53c86a2aa5b,764,higher_confidence_watchlist,0.6133632286995516
freshness_strict_confirmation,long,5m,runner_trail,1980,1980,1980,1980,441.0,3795,12.760668992996216,6.14900067448616,-5.224158987402916,0.0506986338108778,0.0084214158117771,0.4714074750000001,0.6829421250000001,100.0,0.0,100.0,6.600730121135712,14,1,1,5.895691609977324,v6_b750f574ac2fd46cac,764,higher_confidence_watchlist,0.6071748878923767
oi_funding_continuation,short,1m,time_decay,221,221,0,0,34.0,38,16.43121987581253,16.43121987581253,-4.224158823490143,0.0465367930948734,0.0465367930948734,0.680289275,0.680289275,100.0,0.0,100.0,16.882949322462082,4,1,1,32.35294117647059,v6_c216694eb8d65cf8df,34,exploratory_watchlist,0.6015695067264575
oi_funding_continuation,short,3m,time_decay,133,133,0,0,38.0,38,23.821711540222168,21.56098037958145,-4.224158823490143,0.0724035139203071,0.0646309548580646,0.6722180750000001,0.72169575,100.0,0.0,100.0,22.012709826231003,2,1,1,28.94736842105264,v6_fc8c485029e44f9413,34,exploratory_watchlist,0.6014798206278027
premium_basis_overheat,long,1m,fixed_tp_sl,420,420,420,420,764.0,3795,7.775840908288956,4.775841161608696,-5.224158987402916,0.0232686552390456,0.0119974571451544,0.51687245,0.6188934,100.0,15.714285714285714,100.0,5.227570608258247,2,1,1,4.057591623036649,v6_fe8979bb008d6ab279,764,higher_confidence_watchlist,0.6009865470852018
oi_funding_continuation,long,3m,breakeven_ratchet,524,524,524,524,1344.0,1344,14.491167664527891,7.706322520971298,-5.224158987402916,0.052337811461091,0.0138996518611907,0.533211575,0.703608825,100.0,0.0,100.0,8.15805196762085,4,1,1,4.389880952380952,v6_f95edcaced766f10cb,764,higher_confidence_watchlist,0.5991479820627803
premium_basis_overheat,long,1m,state_machine,3024,3024,2167,1903,179.0,3795,15.68090319633484,5.4314471781253815,-2.2241588681936264,0.072030357787013,0.0105241297388076,0.4904277375,0.750607075,94.97354497354496,0.0,100.0,5.883176624774933,23,1,1,7.272727272727272,v6_4517c8c5d76f670b73,93,validated_watchlist,0.5989237668161436
state_machine_runner,long,3m,partial_ladder,1667,1667,1312,1312,764.0,3795,9.516467899084091,4.736439138650894,-2.2241588681936264,0.0353685635536909,0.0108325010120868,0.513462575,0.6171019,100.0,0.0,100.0,5.188168585300446,7,1,1,4.057591623036649,v6_2945aa61b3c23a7f8d,764,higher_confidence_watchlist,0.5932286995515694
premium_basis_overheat,long,1m,partial_ladder,1080,1080,1080,1080,764.0,3795,10.617246478796003,4.755537211894989,-2.2241588681936264,0.0371065746456384,0.0103346849459409,0.5079995,0.6537246250000001,100.0,0.0,100.0,5.20726665854454,7,1,1,4.057591623036649,v6_784597caaf0089db06,764,higher_confidence_watchlist,0.5931390134529148
contrarian_crash_fade,long,1m,failed_continuation,307,307,238,238,764.0,1344,15.008828043937685,7.731988281011581,-5.224158987402916,0.0538630376964807,0.0139894820213317,0.5353452000000001,0.708894825,100.0,0.0,100.0,8.183717727661133,4,1,1,4.389880952380952,v6_85fc4292b339a86b01,764,higher_confidence_watchlist,0.5916591928251121
liquidity_filtered_momentum,long,3m,breakeven_ratchet,349,349,349,349,807.0,1430,12.762847542762756,12.762847542762756,-3.2241586595773697,0.0368374904209375,0.0368374904209375,0.6571414250000001,0.6571414250000001,100.0,0.0,100.0,13.214576989412308,3,1,1,7.806691449814126,v6_e5b1ca9d5063cae4d8,807,higher_confidence_watchlist,0.5915695067264575
oi_funding_continuation,long,3m,failed_continuation,588,588,520,520,764.0,1344,14.332500100135803,12.240638583898544,-5.224158987402916,0.0503365020662546,0.0286884814856914,0.5027388,0.699749775,100.0,0.0,100.0,12.692368030548096,5,1,1,4.389880952380952,v6_76f908b3af51012588,764,higher_confidence_watchlist,0.591390134529148
contrarian_crash_fade,long,1m,breakeven_ratchet,237,237,237,237,764.0,1344,15.318235754966736,8.167900890111923,-5.224158987402916,0.0572854350715875,0.0155151761531829,0.5442379500000001,0.715208075,100.0,0.0,100.0,8.619630336761475,3,1,1,4.389880952380952,v6_dd230398eee54900a4,764,higher_confidence_watchlist,0.5900448430493274
oi_funding_continuation,long,1m,fixed_tp_sl,542,542,0,0,25.0,25,4.775841161608696,2.7758410200476646,0.7758410647511482,0.0324429675504565,0.0112829674610495,0.467685925,0.6349873500000001,100.0,73.61623616236163,100.0,3.227570466697216,1,1,1,20.0,v6_f8b964d476b0396b28,25,early_alpha,0.5882511210762332
oi_funding_continuation,long,3m,fixed_tp_sl,236,236,236,236,764.0,3795,4.775841161608696,4.775841161608696,-5.224158987402916,0.0232453867778182,0.0095688460882753,0.5165991500000001,0.559009025,100.0,37.28813559322034,100.0,5.227570608258247,4,1,1,4.057591623036649,v6_adc3a847adc4444032,764,higher_confidence_watchlist,0.5876233183856503
contrarian_crash_fade,long,T0,partial_ladder,379,379,61,61,49.0,147,13.00937682390213,6.457376480102539,-2.2241588681936264,0.0627008522868156,0.0229766030803322,0.51535475,0.702357075,100.0,0.0,100.0,6.9091059267520905,5,1,1,10.884353741496598,v6_87f789056d79f83ca2,40,exploratory_watchlist,0.5845291479820629
