strategy_family,side,entry_timing,exit_family,rows,unique_clusters,median_sample,max_sample,best_median,median_of_medians,median_p10,best_p10,median_stress,best_stress,positive_p10_rate,positive_stress_rate,best_robust,median_robust,median_top_symbol_share,longform_score
cross_channel_continuation,long,1m,runner_trail,889,4,82.0,365,14.656686782836914,8.881860971450806,-1.7241587862372398,-0.624482799321413,8.613543212413788,14.388370513916016,0.0,100.0,0.0684268483847379,0.027894037041366,15.853658536585366,0.6231838565022422
premium_basis_overheat,long,1m,breakeven_ratchet,741,2,764.0,1344,15.318235754966736,8.85142907500267,-5.224158987402916,-2.2241588681936264,8.583111315965652,15.049917995929718,0.0,100.0,0.0572854350715875,0.0269075251579284,4.057591623036649,0.6216591928251122
cross_channel_continuation,long,3m,runner_trail,961,6,47.0,365,14.828619360923769,7.008355110883713,-3.2241586595773697,-0.235332315787673,6.740037351846695,14.560303092002869,0.0,100.0,0.0681058580011129,0.0166967669093608,19.148936170212767,0.6205829596412556
state_machine_runner,long,3m,time_decay,2051,13,80.0,1344,12.34074980020523,11.184663325548172,-4.224158823490143,-1.824158988893032,10.916345566511154,12.072432041168211,0.0,100.0,0.0389201473340392,0.0290738451689481,20.0,0.6189237668161436
freshness_strict_confirmation,long,5m,fixed_tp_sl,455,10,441.0,3795,7.775840908288956,4.775841161608696,-5.224158987402916,-1.101041678339243,4.507523402571678,7.507523149251938,0.0,100.0,0.0231718086585402,0.0024097622618079,5.895691609977324,0.6161434977578476
freshness_strict_confirmation,long,5m,partial_ladder,754,14,441.0,3795,8.79211276769638,4.766372963786125,-5.224158987402916,-1.4064406976103785,4.498055204749107,8.523795008659363,0.0,100.0,0.0364198821991682,0.0095658247351646,6.923076923076923,0.6157847533632288
oi_funding_continuation,long,1m,partial_ladder,884,6,185.0,472,9.173708409070969,5.53370900452137,-5.224158987402916,-0.2126625971868634,5.265391245484352,8.90539065003395,0.0,100.0,0.030699804803729,0.0121960129089653,8.050847457627118,0.6147085201793723
state_machine_runner,long,3m,multi_tp_sl,1270,12,764.0,3795,11.775840818881989,4.58451509475708,-2.2241588681936264,-1.884825900197029,4.316197335720062,11.50752305984497,0.0,100.0,0.032657898735404,0.0085309948551654,6.647398843930636,0.613273542600897
premium_basis_overheat,long,1m,runner_trail,975,3,764.0,3795,12.654578685760498,9.030422568321228,-5.224158987402916,-2.2241588681936264,8.76210480928421,12.38626167178154,0.0,100.0,0.0517225320845842,0.0217819932311773,4.057591623036649,0.6122421524663677
premium_basis_overheat,long,1m,failed_continuation,735,2,764.0,1344,15.008828043937685,7.860329002141952,-5.224158987402916,-2.2241588681936264,7.592011243104935,14.740510284900664,0.0,100.0,0.0538630376964807,0.0234386749029159,4.057591623036649,0.6120627802690584
oi_funding_continuation,long,1m,state_machine,2129,4,30.0,80,14.035284519195557,8.843201398849487,-2.2241588681936264,8.07759240269661,8.57488363981247,13.766968250274658,20.666979802724285,100.0,0.0777862928807735,0.0242787282913923,26.666666666666668,0.6090582959641255
state_machine_runner,long,T0,failed_continuation,4674,21,42.0,1401,19.598153233528137,0.4713915288448334,-0.6178100593388081,1.517479307949543,0.2030737698078155,19.32983547449112,4.685494223363286,100.0,0.0947523995697498,0.0029572578985244,28.57142857142857,0.6080717488789237
freshness_strict_confirmation,long,1m,runner_trail,887,9,35.0,82,19.61088627576828,6.092653423547745,-5.224158987402916,-2.2241588681936264,5.824335664510727,19.342568516731266,0.0,100.0,0.0540456250029802,0.017065725749731,18.29268292682927,0.6047982062780269
liquidity_filtered_momentum,long,3m,breakeven_ratchet,349,3,807.0,1430,12.762847542762756,12.762847542762756,-3.2241586595773697,-3.2241586595773697,12.49452978372574,12.49452978372574,0.0,100.0,0.0368374904209375,0.0368374904209375,7.806691449814126,0.6038565022421525
taker_flow_reversal,long,T0,breakeven_ratchet,67,1,478.0,478,11.01423129439354,11.01423129439354,-1.7241587862372398,-1.7241587862372398,10.745913535356522,10.745913535356522,0.0,100.0,0.0350573331716656,0.0350573331716656,3.1380753138075312,0.6016143497757848
contrarian_crash_fade,long,1m,runner_trail,298,5,921.0,3795,12.258486449718475,10.070423036813736,-5.224158987402916,-5.224158987402916,9.802105277776718,11.990168690681458,0.0,100.0,0.0493852916568517,0.0221740036666393,4.389880952380952,0.6010762331838565
premium_basis_overheat,long,1m,partial_ladder,1080,7,764.0,3795,10.617246478796003,4.755537211894989,-2.2241588681936264,-2.2241588681936264,4.487219452857971,10.348928719758987,0.0,100.0,0.0371065746456384,0.0103346849459409,4.057591623036649,0.6002690582959641
oi_funding_continuation,long,3m,fixed_tp_sl,236,4,764.0,3795,4.775841161608696,4.775841161608696,-5.224158987402916,1.275841053575277,4.507523402571678,4.507523402571678,37.28813559322034,100.0,0.0232453867778182,0.0095688460882753,4.057591623036649,0.5994618834080717
premium_basis_overheat,long,1m,fixed_tp_sl,420,2,764.0,3795,7.775840908288956,4.775841161608696,-5.224158987402916,1.275841053575277,4.507523402571678,7.507523149251938,15.714285714285714,100.0,0.0232686552390456,0.0119974571451544,4.057591623036649,0.5983856502242152
message_context_breakout,long,30s,runner_trail,448,3,237.0,273,15.529470145702362,12.990089878439903,-3.2241586595773697,-3.2241586595773697,12.721772119402885,15.261152386665344,0.0,100.0,0.0469806695312261,0.0380128385958075,7.812585424525722,0.5958744394618835
