strategy_similarity_cluster_id,strategy_family,side,exit_family,strategies,sample_gt15_count,median_sample_size,best_median_net_pct,median_net_pct,median_p10_net_pct,best_robust_score,median_robust_score,median_stability_score,positive_stress_rate_pct,future_safety_pass_rate_pct,median_top_symbol_share_pct,best_strategy_id,best_sample_size,best_sample_tier,neighborhood_stability_score,source_cluster_strategies,source_cluster_best_strategy_id,source_cluster_best_robust_score
cluster_d7ffa6caa6,premium_basis_overheat,long,runner_trail,199,199,1344.0,10.070423036813736,9.270422905683516,-5.224158987402916,0.0221740036666393,0.0193740032076835,0.555710875,100.0,100.0,4.389880952380952,v6_b357e3bc31efd9e7f6,1344,higher_confidence_watchlist,0.6969701492537314,309,v6_b357e3bc31efd9e7f6,0.0221740036666393
cluster_0423aee6d1,contrarian_crash_fade,long,state_machine,203,203,1401.0,10.712595283985138,10.012595355510712,-5.224158987402916,0.0238216065317392,0.0213716067820787,0.5727939500000001,100.0,100.0,7.209136331192005,v6_56bda9c799e2998358,1401,higher_confidence_watchlist,0.6964626865671641,310,v6_512a7a60fb52df015b,0.0238216065317392
cluster_2974bb77c3,premium_basis_overheat,long,time_decay,112,112,954.0,13.047921657562256,13.047921657562256,-4.224158823490143,0.0484236906677484,0.0484236906677484,0.7215622249999999,100.0,100.0,6.079664570230608,v6_12977d045cf6473e6f,954,higher_confidence_watchlist,0.6961343283582089,309,v6_3a1cb62ec2de565b27,0.0484236906677484
cluster_a614347275,contrarian_crash_fade,long,breakeven_ratchet,109,109,764.0,15.318235754966736,15.318235754966736,-5.224158987402916,0.0572854350715875,0.0572854350715875,0.715208075,100.0,100.0,4.057591623036649,v6_dd230398eee54900a4,764,higher_confidence_watchlist,0.6959626865671642,650,v6_dd230398eee54900a4,0.0572854350715875
cluster_ee2bd9b93d,liquidity_filtered_momentum,long,multi_tp_sl,294,294,321.0,4.275841265916824,4.275841265916824,-3.2241586595773697,0.0203861599743366,0.0108805742445588,0.4777267749999999,100.0,100.0,3.4267912772585665,v6_02f80a615e052269c4,321,higher_confidence_watchlist,0.6959328358208955,550,v6_02f80a615e052269c4,0.0203861599743366
cluster_003fe7fd58,oi_funding_continuation,long,time_decay,127,127,764.0,11.184663325548172,11.184663325548172,-4.224158823490143,0.0290738451689481,0.0290738451689481,0.653943625,100.0,100.0,4.057591623036649,v6_f7250e9adb8b3b730a,764,higher_confidence_watchlist,0.6954925373134329,327,v6_f7250e9adb8b3b730a,0.0290738451689481
cluster_19d02f41bf,state_machine_runner,long,state_machine,207,207,1401.0,10.543791949748991,9.843792021274568,-5.224158987402916,0.0232307948619127,0.0207807951122522,0.5666556250000001,100.0,100.0,7.209136331192005,v6_796aa8ed2a82a9a0e3,1401,higher_confidence_watchlist,0.6952164179104477,403,v6_796aa8ed2a82a9a0e3,0.0232307948619127
cluster_b8937bb052,premium_basis_overheat,long,failed_continuation,204,204,1344.0,7.731988281011581,7.731988281011581,-5.224158987402916,0.0139894820213317,0.0139894820213317,0.5353452000000001,100.0,100.0,4.389880952380952,v6_204b59152382aa2ab0,1344,higher_confidence_watchlist,0.6949850746268657,314,v6_204b59152382aa2ab0,0.0139894820213317
cluster_e08f5fc460,oi_funding_continuation,long,runner_trail,129,129,764.0,12.552584707736967,11.152584105730057,-5.224158987402916,0.0495821529954671,0.0418821511745452,0.6473054750000001,100.0,100.0,4.057591623036649,v6_a0683ed44e8f18210d,764,higher_confidence_watchlist,0.6949029850746269,661,v6_cab095b217a2b1757e,0.0533802041739225
cluster_18b0a2b26c,contrarian_crash_fade,long,indicator_invalidation,333,333,341.0,9.7024567425251,9.7024567425251,-5.224158987402916,0.020886121636629,0.020886121636629,0.549899625,100.0,100.0,17.008797653958943,v6_c305f26a0d35feaaae,341,higher_confidence_watchlist,0.6942910447761192,333,v6_c305f26a0d35feaaae,0.020886121636629
cluster_6852ac795b,oi_funding_continuation,long,runner_trail,128,128,764.0,12.552584707736967,11.152584105730057,-5.224158987402916,0.0498821529954671,0.0421821511745452,0.6474950250000001,100.0,100.0,4.057591623036649,v6_89da91dc4db85b743b,764,higher_confidence_watchlist,0.6936791044776119,657,v6_0e6568908e803e6e2d,0.0536802041739225
cluster_bc7364d70d,freshness_strict_confirmation,long,time_decay,310,310,441.0,5.35205714404583,5.35205714404583,-4.224158823490143,0.0083597235336899,0.0083597235336899,0.49576945,100.0,100.0,5.895691609977324,v6_677f995c63b1d962d0,441,higher_confidence_watchlist,0.6933059701492538,310,v6_677f995c63b1d962d0,0.0083597235336899
cluster_92c9f490da,premium_basis_overheat,long,breakeven_ratchet,200,200,1344.0,8.167900890111923,8.167900890111923,-5.224158987402916,0.0155151761531829,0.0155151761531829,0.5442379500000001,100.0,100.0,4.389880952380952,v6_bc789c7cfc2c9da335,1344,higher_confidence_watchlist,0.6927014925373134,310,v6_bc789c7cfc2c9da335,0.0155151761531829
cluster_dfe43a9252,state_machine_runner,long,failed_continuation,197,197,1401.0,10.00685915350914,10.00685915350914,-5.224158987402916,0.0219515300750732,0.0219515300750732,0.5825342000000001,100.0,100.0,7.209136331192005,v6_9573a842dfd6fc9846,1401,higher_confidence_watchlist,0.6925074626865672,197,v6_9573a842dfd6fc9846,0.0219515300750732
cluster_94b7519278,freshness_strict_confirmation,long,time_decay,306,306,441.0,5.35205714404583,5.35205714404583,-4.224158823490143,0.0086597235336899,0.0086597235336899,0.49851155,100.0,100.0,5.895691609977324,v6_dad099237709c8b847,441,higher_confidence_watchlist,0.6924850746268657,306,v6_dad099237709c8b847,0.0086597235336899
cluster_c9c1f3e884,state_machine_runner,long,breakeven_ratchet,203,203,1344.0,7.706322520971298,7.706322520971298,-5.224158987402916,0.0135996518611907,0.0135996518611907,0.5319051250000001,100.0,100.0,4.389880952380952,v6_02c82b833943cd7e75,1344,higher_confidence_watchlist,0.6911641791044777,334,v6_cd1eec0e5767543291,0.0135996518611907
cluster_2305cbf3f4,message_context_breakout,long,breakeven_ratchet,81,81,273.0,16.1722332239151,16.1722332239151,-3.2241586595773697,0.0492303403049707,0.0492303403049707,0.745887925,100.0,100.0,2.93040293040293,v6_d9ba92d563a253692b,273,higher_confidence_watchlist,0.6910746268656717,81,v6_d9ba92d563a253692b,0.0492303403049707
cluster_e2ad8b35fc,freshness_strict_confirmation,long,time_decay,203,203,273.0,14.828334748744965,4.587163403630257,-1.824158988893032,0.0476695572912693,0.0124025949460268,0.5033659500000001,100.0,100.0,2.93040293040293,v6_56236653a96c83a102,273,higher_confidence_watchlist,0.6908432835820895,203,v6_56236653a96c83a102,0.0476695572912693
cluster_003ffb8e99,premium_basis_overheat,long,state_machine,224,224,71.0,14.7537961602211,7.694626227021217,-3.724158927798271,0.072030357787013,0.0334796066895127,0.564382375,100.0,100.0,13.48474873820496,v6_4517c8c5d76f670b73,93,validated_watchlist,0.690768656716418,224,v6_4517c8c5d76f670b73,0.072030357787013
cluster_5a1bfb284e,contrarian_crash_fade,long,time_decay,110,110,764.0,12.392345070838928,12.392345070838928,-4.224158823490143,0.0333007312774658,0.0333007312774658,0.677375375,100.0,100.0,4.057591623036649,v6_8d463f841b16fa58b6,764,higher_confidence_watchlist,0.6887313432835821,307,v6_8d463f841b16fa58b6,0.0333007312774658
cluster_c626419608,oi_funding_continuation,long,prove_or_exit,443,443,51.0,3.996090590953827,3.996090590953827,-1.1522621847689152,0.012932360330522,0.012932360330522,0.4880302249999999,100.0,100.0,7.84313725490196,v6_45b45f931c93e1daed,51,validated_watchlist,0.6885895522388059,528,v6_45b45f931c93e1daed,0.012932360330522
cluster_c33a602244,state_machine_runner,long,failed_continuation,184,184,954.0,15.998563170433044,6.642194837331772,-2.2241588681936264,0.062071650186181,0.0193152053260803,0.57253045,100.0,100.0,6.079664570230608,v6_ed4eb045811c6a95ea,954,higher_confidence_watchlist,0.688544776119403,184,v6_ed4eb045811c6a95ea,0.062071650186181
cluster_2f55be8c30,freshness_strict_confirmation,long,failed_continuation,106,106,334.0,17.804476618766785,17.804476618766785,-5.224158987402916,0.0742962711006403,0.0742962711006403,0.722994325,100.0,100.0,5.089820359281437,v6_df8f2427774017d653,334,higher_confidence_watchlist,0.6878731343283582,106,v6_df8f2427774017d653,0.0742962711006403
cluster_0f7aba6158,cross_channel_continuation,long,runner_trail,120,120,365.0,14.345674216747284,12.585674226284029,-3.2241586595773697,0.0428373837798833,0.0366773838132619,0.6803857000000001,100.0,100.0,6.849315068493151,v6_6205528bd97144e177,365,higher_confidence_watchlist,0.6873880597014925,120,v6_6205528bd97144e177,0.0428373837798833
cluster_8db602a872,oi_funding_continuation,long,state_machine,883,883,24.0,14.035284519195557,10.068200528621674,-2.2241588681936264,0.0777862928807735,0.0285662252455949,0.514196975,100.0,100.0,33.33333333333333,v6_a0f4e86fc8af8b4ac1,24,early_alpha,0.6869328358208954,883,v6_a0f4e86fc8af8b4ac1,0.0777862928807735
cluster_79b47c97dc,contrarian_crash_fade,long,failed_continuation,198,198,1401.0,9.56282839179039,9.56282839179039,-5.224158987402916,0.0203974224090576,0.0203974224090576,0.5695767250000001,100.0,100.0,7.209136331192005,v6_8c39c7475665f9b56a,1401,higher_confidence_watchlist,0.6868358208955224,311,v6_cef28de6920407281a,0.0203974224090576
cluster_377588b525,freshness_strict_confirmation,long,state_machine,309,309,921.0,7.296763360500336,6.596763432025909,-5.224158987402916,0.0118661947995424,0.0094161950498819,0.4824737500000001,100.0,100.0,5.646036916395222,v6_8267bf70df4e3e824d,921,higher_confidence_watchlist,0.6866791044776119,309,v6_8267bf70df4e3e824d,0.0118661947995424
cluster_8fddfb821a,contrarian_crash_fade,long,state_machine,336,336,341.0,11.242004483938215,9.14200395345688,-5.224158987402916,0.025674538731575,0.0183245368748903,0.53059735,100.0,100.0,17.008797653958943,v6_638f4d46a66bd0b3ae,341,higher_confidence_watchlist,0.6855746268656715,336,v6_638f4d46a66bd0b3ae,0.025674538731575
cluster_061cf0ea46,contrarian_crash_fade,long,time_decay,331,331,341.0,7.1311116218566895,7.1311116218566895,-4.224158823490143,0.0148864142060279,0.0148864142060279,0.5327803499999999,100.0,100.0,17.008797653958943,v6_94138be08d61afb1ae,341,higher_confidence_watchlist,0.6852910447761194,331,v6_94138be08d61afb1ae,0.0148864142060279
cluster_0f223d98d7,freshness_strict_confirmation,long,state_machine,354,354,119.0,16.004271805286407,1.966886036098004,-0.8622166700661182,0.0860880815923213,0.0070382322942838,0.5062329500000001,100.0,100.0,10.92436974789916,v6_7e3f77086aad66284a,236,higher_confidence_watchlist,0.6843955223880597,354,v6_7e3f77086aad66284a,0.0860880815923213
cluster_669da46b98,freshness_strict_confirmation,long,state_machine,306,306,921.0,7.296763360500336,6.596763432025909,-5.224158987402916,0.0115661947995424,0.0091161950498819,0.48072275,100.0,100.0,5.646036916395222,v6_402849dbce38472eac,921,higher_confidence_watchlist,0.6839029850746269,306,v6_402849dbce38472eac,0.0115661947995424
cluster_bbd268093c,premium_basis_overheat,long,time_decay,194,194,1344.0,6.294386088848114,6.294386088848114,-4.224158823490143,0.0119578748404979,0.0119578748404979,0.5397620750000001,100.0,100.0,4.389880952380952,v6_5bffc90ede622b1df9,1344,higher_confidence_watchlist,0.6830149253731344,309,v6_47987d768eb356da25,0.0119578748404979
cluster_9adeb68ad4,state_machine_runner,long,runner_trail,203,203,1401.0,9.94625836610794,9.146258234977722,-5.224158987402916,0.021739427319169,0.0189394268602132,0.5490065,100.0,100.0,7.209136331192005,v6_6bfc8c23f6247ada0a,1401,higher_confidence_watchlist,0.6824701492537313,402,v6_6bfc8c23f6247ada0a,0.021739427319169
cluster_83d1e58c20,liquidity_filtered_momentum,long,runner_trail,217,217,466.0,9.03102308511734,7.631023228168487,-3.2241586595773697,0.0237561048191785,0.0188561053198575,0.5122571750000001,100.0,100.0,5.36480686695279,v6_0577c901dbf95e2b25,466,higher_confidence_watchlist,0.6823582089552239,217,v6_0577c901dbf95e2b25,0.0237561048191785
cluster_db894e0bb3,taker_flow_reversal,long,fixed_tp_sl,310,310,148.0,4.775841161608696,4.775841161608696,-3.2241586595773697,0.0244429677292704,0.0122121703493595,0.47629465,100.0,100.0,4.72972972972973,v6_6a3c60bedfa5d21591,148,higher_confidence_watchlist,0.6820970149253731,828,v6_7e87aa9703bc3be6a8,0.0244429677292704
cluster_414315d906,state_machine_runner,long,partial_ladder,738,738,145.0,7.461998611688614,5.09599857032299,-2.2241588681936264,0.0321057168722152,0.01322934181571,0.462079625,100.0,100.0,10.344827586206897,v6_d9d4e1637811e67347,145,higher_confidence_watchlist,0.681410447761194,1091,v6_d9d4e1637811e67347,0.0321057168722152
cluster_142a76cbe0,liquidity_filtered_momentum,long,runner_trail,177,177,737.0,11.844419687986374,9.444419294595718,-3.2241586595773697,0.0337829929292202,0.0253829915523529,0.6254843250000001,100.0,100.0,12.48303934871099,v6_9db0042f553a3856d0,737,higher_confidence_watchlist,0.681186567164179,190,v6_9db0042f553a3856d0,0.0337829929292202
cluster_7b43b7ca06,liquidity_filtered_momentum,long,partial_ladder,205,205,954.0,8.426816761493683,5.241817235946655,-3.2241586595773697,0.0224213826864957,0.0112738843470811,0.525254125,100.0,100.0,6.079664570230608,v6_6403d24d07579607c2,954,higher_confidence_watchlist,0.6811417910447761,496,v6_45a07336b48c5b5708,0.0412119231581687
cluster_4026863bd7,state_machine_runner,long,breakeven_ratchet,195,195,1344.0,7.706322520971298,7.706322520971298,-5.224158987402916,0.0138996518611907,0.0138996518611907,0.533211575,100.0,100.0,4.389880952380952,v6_5844049fd7084b6667,1344,higher_confidence_watchlist,0.680134328358209,327,v6_5844049fd7084b6667,0.0138996518611907
cluster_d03a04539d,contrarian_crash_fade,long,time_decay,200,200,1401.0,6.873667985200882,6.873667985200882,-4.224158823490143,0.0139853614777326,0.0139853614777326,0.5518443500000001,100.0,100.0,7.209136331192005,v6_cc1293493fe20f915b,1401,higher_confidence_watchlist,0.679865671641791,310,v6_cc1293493fe20f915b,0.0139853614777326
cluster_3c0c3a6dad,contrarian_crash_fade,long,runner_trail,113,113,764.0,12.258486449718475,10.858485847711565,-5.224158987402916,0.0493852916568517,0.0416852883458137,0.64321015,100.0,100.0,4.057591623036649,v6_e73277bd34176f0b65,764,higher_confidence_watchlist,0.6797761194029851,636,v6_eea0616cbb38c32880,0.0517225320845842
cluster_853e9e84f9,contrarian_crash_fade,long,multi_tp_sl,251,251,420.0,4.275841265916824,4.275841265916824,-5.224158987402916,0.0196564264178276,0.0093748075211048,0.471029575,100.0,100.0,3.571428571428571,v6_21da219585a3423150,420,higher_confidence_watchlist,0.6795746268656716,323,v6_21da219585a3423150,0.0196564264178276
cluster_909c724541,state_machine_runner,long,runner_trail,158,158,47.0,18.051189184188843,15.651188790798187,-5.224158987402916,0.0737084688574075,0.0625911632508039,0.6714104,100.0,100.0,19.148936170212767,v6_17477f1f1aa673e46a,47,exploratory_watchlist,0.6793955223880597,305,v6_17477f1f1aa673e46a,0.0737084688574075
cluster_47a83f3c04,contrarian_crash_fade,long,runner_trail,390,390,341.0,10.975376516580582,8.375376462936401,-5.224158987402916,0.0253413408458232,0.0162413406580686,0.51231815,100.0,100.0,17.008797653958943,v6_b324ef99510e734419,341,higher_confidence_watchlist,0.6786343283582088,428,v6_b324ef99510e734419,0.0253413408458232
cluster_f8691e9238,freshness_strict_confirmation,long,state_machine,168,168,46.0,22.20372557640076,15.922123193740845,-2.2241588681936264,0.1218739530622959,0.049534954573512,0.667963625,100.0,100.0,19.565217391304348,v6_8e501c5e8f1597677c,46,exploratory_watchlist,0.6781567164179105,168,v6_8e501c5e8f1597677c,0.1218739530622959
cluster_5b5a3a413b,taker_flow_reversal,long,breakeven_ratchet,106,106,478.0,9.72033366560936,9.72033366560936,-1.7241587862372398,0.030528691470921,0.030528691470921,0.65469405,100.0,100.0,3.1380753138075312,v6_443661ebb1cf03eb69,478,higher_confidence_watchlist,0.6780373134328358,220,v6_443661ebb1cf03eb69,0.030528691470921
cluster_56ee15cf38,contrarian_crash_fade,long,runner_trail,198,198,1401.0,10.102076828479769,9.302076697349548,-5.224158987402916,0.0222847919374704,0.0194847914785146,0.553241925,100.0,100.0,7.209136331192005,v6_02ed5c84ae7c7c6049,1401,higher_confidence_watchlist,0.6776567164179105,308,v6_02ed5c84ae7c7c6049,0.0222847919374704
cluster_2dc34e827d,freshness_strict_confirmation,long,runner_trail,312,312,921.0,6.949000805616379,6.14900067448616,-5.224158987402916,0.0109490258574485,0.0081214158117771,0.4693122250000001,100.0,100.0,5.646036916395222,v6_95c63021a4129ea01d,921,higher_confidence_watchlist,0.6766194029850746,312,v6_95c63021a4129ea01d,0.0109490258574485
cluster_ca8748bfb3,state_machine_runner,long,multi_tp_sl,163,163,954.0,7.275841385126114,7.275841385126114,-5.224158987402916,0.0341701022744178,0.0209889398276805,0.57636705,100.0,100.0,6.079664570230608,v6_9bf2a905bc01a58173,954,higher_confidence_watchlist,0.6762164179104477,223,v6_4de9fac1eea5325c7b,0.0341701022744178
cluster_24f67b4086,freshness_strict_confirmation,long,runner_trail,308,308,921.0,6.949000805616379,6.14900067448616,-5.224158987402916,0.0112490258574485,0.0084214158117771,0.4714074750000001,100.0,100.0,5.646036916395222,v6_7a8ab8b509ec3ae992,921,higher_confidence_watchlist,0.6753358208955224,308,v6_7a8ab8b509ec3ae992,0.0112490258574485
cluster_edce7ab923,oi_funding_continuation,long,runner_trail,140,140,47.0,16.351188719272614,15.551188588142397,-5.224158987402916,0.0664411628574132,0.062041162136197,0.67000025,100.0,100.0,19.148936170212767,v6_dcbbb59cb65910e91f,47,exploratory_watchlist,0.6738283582089553,250,v6_dcbbb59cb65910e91f,0.0664411628574132
cluster_f5d08d242e,state_machine_runner,long,indicator_invalidation,94,94,954.0,14.99248594045639,14.99248594045639,-5.224158987402916,0.0614915219038724,0.0614915219038724,0.7192194999999999,100.0,100.0,6.079664570230608,v6_c785d9a2aa97611083,954,higher_confidence_watchlist,0.6735522388059701,94,v6_c785d9a2aa97611083,0.0614915219038724
cluster_baf7428d05,premium_basis_overheat,long,state_machine,209,209,266.0,13.36502730846405,4.769030213356018,-2.405683137476444,0.0466178463339805,0.0112591291421651,0.497639725,100.0,100.0,5.263157894736842,v6_01d0e491925adb941b,266,higher_confidence_watchlist,0.6733134328358209,209,v6_01d0e491925adb941b,0.0466178463339805
cluster_675f32f1cf,state_machine_runner,long,fixed_tp_sl,169,169,456.0,4.775841161608696,4.775841161608696,-5.224158987402916,0.0227367547377944,0.0111891976818442,0.5137437,100.0,100.0,2.850877192982456,v6_709315f947c9211298,456,higher_confidence_watchlist,0.6704104477611941,240,v6_adf01fac76d0a69418,0.0227367547377944
cluster_fd399c9368,state_machine_runner,long,partial_ladder,184,184,954.0,9.287790209054949,5.283790454268456,-5.224158987402916,0.0415119231581688,0.0206574520930647,0.5377398,100.0,100.0,6.079664570230608,v6_83180326d558c497fa,954,higher_confidence_watchlist,0.6697388059701492,184,v6_83180326d558c497fa,0.0415119231581688
cluster_93465e0bac,premium_basis_overheat,long,time_decay,242,242,61.0,11.556627601385117,6.1641499400138855,-1.824158988893032,0.0290157201343774,0.0171820478233695,0.5041079000000002,100.0,100.0,8.19672131147541,v6_1ce6268fac61b63df2,61,validated_watchlist,0.6695597014925373,242,v6_1ce6268fac61b63df2,0.0290157201343774
cluster_75100087dc,premium_basis_overheat,long,state_machine,107,107,954.0,13.926884531974792,12.701885402202606,-5.224158987402916,0.0571703099161386,0.0504328132122755,0.686859775,100.0,100.0,6.079664570230608,v6_1496e2733b01b1c6da,954,higher_confidence_watchlist,0.6694701492537314,645,v6_2c801a94b0d9ca3b66,0.059087417319417
cluster_a9c5283be9,contrarian_crash_fade,long,state_machine,106,106,764.0,12.882040441036224,11.65703907608986,-5.224158987402916,0.0509304851740598,0.044192979902029,0.6589286750000001,100.0,100.0,4.057591623036649,v6_3bfac38ea420648595,764,higher_confidence_watchlist,0.6693283582089552,640,v6_c221b1d037ee29cc63,0.0534624897390604
cluster_0d959dca18,freshness_strict_confirmation,long,state_machine,133,133,139.0,15.515638887882233,12.995639443397522,-5.224158987402916,0.040032259145379,0.0312122610896825,0.6068745249999999,100.0,100.0,7.194244604316546,v6_ef015ab74b7c8a6874,139,higher_confidence_watchlist,0.6693059701492539,133,v6_ef015ab74b7c8a6874,0.040032259145379
cluster_c6da0c2545,freshness_strict_confirmation,long,state_machine,132,132,47.0,21.234405040740967,16.40660911798477,-2.2241588681936264,0.1172787121117114,0.0512306553083658,0.6755548000000001,100.0,100.0,19.148936170212767,v6_858b4789d8f01def64,47,exploratory_watchlist,0.6675597014925374,132,v6_858b4789d8f01def64,0.1172787121117114
cluster_44b1e403c8,premium_basis_overheat,long,state_machine,202,202,266.0,13.800176978111269,4.205527156591415,-2.964646928012371,0.0479430464595556,0.009286868443489,0.4962903,100.0,100.0,5.263157894736842,v6_43bedcac918ab09768,266,higher_confidence_watchlist,0.6670074626865671,202,v6_43bedcac918ab09768,0.0479430464595556
cluster_221cff9908,oi_funding_continuation,long,state_machine,128,128,1344.0,10.815446078777311,10.115446150302889,-5.224158987402916,0.0241815843135118,0.0217315845638513,0.5788108250000001,100.0,100.0,4.389880952380952,v6_c1aa412d1fa290348f,1344,higher_confidence_watchlist,0.6668507462686567,325,v6_eee5f3c409b7982c03,0.0241815843135118
cluster_15c7781bb1,premium_basis_overheat,long,multi_tp_sl,111,111,321.0,7.275841385126114,2.025841176509857,2.025841176509857,0.0468119123905897,0.0148487165153026,0.5828187,100.0,100.0,3.4267912772585665,v6_6b7dbe91449fd909de,321,higher_confidence_watchlist,0.666320895522388,641,v6_5aaa1d605a45c70b86,0.0468119123905897
cluster_e0ead04c39,oi_funding_continuation,long,state_machine,128,128,1344.0,10.815446078777311,10.115446150302889,-5.224158987402916,0.0238815843135118,0.0214315845638513,0.5778936750000001,100.0,100.0,4.389880952380952,v6_bcfc48e3c23f826c58,1344,higher_confidence_watchlist,0.665955223880597,328,v6_0cdc01cdb5c45ec7a2,0.0238815843135118
cluster_927a9931f5,freshness_strict_confirmation,long,partial_ladder,669,669,29.0,11.868534237146378,7.864534854888916,-2.2241588681936264,0.0548159125964394,0.0242187869583121,0.48495085,100.0,100.0,37.93103448275862,v6_bf3dd8ea4335203544,29,early_alpha,0.665820895522388,669,v6_bf3dd8ea4335203544,0.0548159125964394
cluster_79408d7f10,freshness_strict_confirmation,long,prove_or_exit,110,110,60.0,16.209112107753754,16.209112107753754,-1.3174815103411674,0.0559491820301115,0.0559491820301115,0.7220541,100.0,100.0,16.666666666666664,v6_997445e7aff00de3b8,60,validated_watchlist,0.6654999999999999,110,v6_997445e7aff00de3b8,0.0559491820301115
cluster_a258e7f2e8,freshness_strict_confirmation,long,partial_ladder,664,664,29.0,11.868534237146378,7.864534854888916,-2.2241588681936264,0.0548159125964394,0.0305887878720513,0.48495085,100.0,100.0,37.93103448275862,v6_e16ab49f3e230d2b18,29,early_alpha,0.6651044776119404,664,v6_e16ab49f3e230d2b18,0.0548159125964394
cluster_beac0c3c87,oi_funding_continuation,long,partial_ladder,257,257,185.0,9.173708409070969,5.718014761805534,-5.224158987402916,0.030699804803729,0.0153451319191604,0.46665365,100.0,100.0,5.405405405405405,v6_cf3dec2fb6da5ee618,185,higher_confidence_watchlist,0.6649626865671642,301,v6_cf3dec2fb6da5ee618,0.030699804803729
cluster_b267b6e4c2,state_machine_runner,long,time_decay,200,200,1401.0,7.525905221700668,7.525905221700668,-4.224158823490143,0.0161081918054819,0.0161081918054819,0.5213949,100.0,100.0,7.209136331192005,v6_351c4d51b7744f7f1a,1401,higher_confidence_watchlist,0.664865671641791,200,v6_351c4d51b7744f7f1a,0.0161081918054819
cluster_6cddd28493,freshness_strict_confirmation,long,time_decay,71,71,273.0,14.890001714229584,14.890001714229584,-4.224158823490143,0.0417425295293331,0.0417425295293331,0.71007485,100.0,100.0,2.93040293040293,v6_d14ca9f9bf24968dec,273,higher_confidence_watchlist,0.664865671641791,71,v6_d14ca9f9bf24968dec,0.0417425295293331
cluster_83ef13e76f,freshness_strict_confirmation,long,time_decay,68,68,141.0,19.248196482658383,19.248196482658383,-4.224158823490143,0.0859000061154365,0.0859000061154365,0.7665192000000001,100.0,100.0,3.546099290780142,v6_9cd0214161741a3237,141,higher_confidence_watchlist,0.6647388059701492,68,v6_9cd0214161741a3237,0.0859000061154365
cluster_47ffe51b98,liquidity_filtered_momentum,long,partial_ladder,214,214,391.0,7.937220484018326,4.752220958471298,-3.2241586595773697,0.020247795715332,0.0089403266155719,0.4559643,100.0,100.0,3.324808184143223,v6_09d720774df3b23e60,391,higher_confidence_watchlist,0.6645373134328357,302,v6_09d720774df3b23e60,0.020247795715332
cluster_e490f9489b,freshness_strict_confirmation,long,time_decay,69,69,153.0,17.788061499595642,17.788061499595642,-4.224158823490143,0.0790649120211601,0.0790649120211601,0.759598325,100.0,100.0,3.92156862745098,v6_e46cdc323fc2a8f61a,153,higher_confidence_watchlist,0.664134328358209,69,v6_e46cdc323fc2a8f61a,0.0790649120211601
cluster_56ab807a72,state_machine_runner,long,fixed_tp_sl,140,140,456.0,4.775841161608696,4.775841161608696,-5.224158987402916,0.0230367547377943,0.0114891976818442,0.5153672,100.0,100.0,2.850877192982456,v6_4703cb04521d3f77c4,456,higher_confidence_watchlist,0.6634179104477611,352,v6_3330b224d25576a918,0.0230367547377943
cluster_e05966fac2,oi_funding_continuation,long,time_decay,69,69,352.0,15.409716963768004,15.409716963768004,-4.224158823490143,0.0697836447954177,0.0697836447954177,0.7523727000000001,100.0,100.0,3.6931818181818175,v6_9c80a5edb22a73b774,352,higher_confidence_watchlist,0.6630149253731343,69,v6_9c80a5edb22a73b774,0.0697836447954177
cluster_f1c002c3a1,message_context_breakout,long,runner_trail,140,140,273.0,11.490709334611893,10.09070947766304,-3.2241586595773697,0.0326850066924095,0.0277850071930885,0.5842853500000001,100.0,100.0,9.157509157509155,v6_cf2390d96bd3572205,273,higher_confidence_watchlist,0.6626567164179105,140,v6_cf2390d96bd3572205,0.0326850066924095
cluster_db63a7055b,contrarian_crash_fade,long,state_machine,331,331,71.0,14.04007226228714,4.909677058458328,-5.224158987402916,0.0434077763134241,0.0161017810985445,0.476142675,100.0,100.0,12.087912087912088,v6_43ed342944533c3717,71,validated_watchlist,0.6615746268656717,331,v6_43ed342944533c3717,0.0434077763134241
cluster_db4ea0711e,premium_basis_overheat,long,runner_trail,106,106,954.0,13.222959637641909,11.822958290576937,-5.224158987402916,0.0551451350957155,0.0474451306670904,0.6699223750000001,100.0,100.0,6.079664570230608,v6_2d09d4368f16e38387,954,higher_confidence_watchlist,0.6608432835820895,647,v6_943437e35372f4f784,0.0569147694319486
cluster_ccb1bf3633,state_machine_runner,long,time_decay,201,201,1344.0,5.656907334923744,5.656907334923744,-4.224158823490143,0.0095666992017626,0.0095666992017626,0.4800251,100.0,100.0,4.389880952380952,v6_aad94a87860243d0a9,1344,higher_confidence_watchlist,0.6603283582089552,326,v6_aad94a87860243d0a9,0.0095666992017626
cluster_8b6da1c14b,oi_funding_continuation,long,runner_trail,132,132,1344.0,10.197016596794128,9.39701646566391,-5.224158987402916,0.0226170811265706,0.0198170806676149,0.5586894,100.0,100.0,4.389880952380952,v6_993da1f66ef605558e,1344,higher_confidence_watchlist,0.6602985074626866,336,v6_63ab42eb22c4de22d3,0.0226170811265706
cluster_6472b4f09d,freshness_strict_confirmation,long,runner_trail,525,525,85.0,4.772942885756493,1.5261881053447723,-2.353016287088394,0.0153683000717312,0.003838233997114,0.4491594499999999,100.0,100.0,10.588235294117649,v6_f5467e06cc08d1bb98,33,exploratory_watchlist,0.6602611940298506,525,v6_1cc667237647b7d83a,0.0153683000717312
