rule,side,activation,giveback,hard_stop,max_hold,trades,mean_exit_ret,median_exit_ret,p10_exit_ret,p25_exit_ret,win_rate,mean_mfe,mean_mae,capture_ratio,score
L_pullback_ema_reclaim,long,18,0.65,6,60,54,4.033927015110303,-6.0,-6.0,-6.0,0.4444444444444444,16.442119166737708,-10.933066750771145,0.24534106426323127,-1.9660729848896974
L_pullback_ema_reclaim,long,35,0.25,6,60,54,3.9895795720160754,-6.0,-6.0,-6.0,0.4074074074074074,16.442119166737708,-10.933066750771145,0.24264387890381958,-2.0104204279839246
L_pullback_ema_reclaim,long,5,0.65,12,240,53,9.978731247806772,1.0399492707672708,-12.0,0.010085728693898233,0.7547169811320755,35.59974961277124,-16.913870060907076,0.28030341101688394,-2.0212687521932278
L_pullback_ema_reclaim,long,25,0.25,6,60,55,3.8427851885818147,-6.0,-6.0,-6.0,0.45454545454545453,16.809040394391197,-10.73664346172698,0.22861419203109695,-2.1572148114181853
L_pullback_ema_reclaim,long,35,0.35,6,60,54,3.8155279451505817,-6.0,-6.0,-6.0,0.4074074074074074,16.442119166737708,-10.933066750771145,0.23205816150933684,-2.1844720548494183
L_pullback_ema_reclaim,long,35,0.5,6,60,54,3.8155279451505817,-6.0,-6.0,-6.0,0.4074074074074074,16.442119166737708,-10.933066750771145,0.23205816150933684,-2.1844720548494183
L_pullback_ema_reclaim,long,25,0.25,12,120,55,9.640863177477458,16.262817207996783,-12.0,-12.0,0.6909090909090909,23.262615237946317,-13.946470743202257,0.4144359126806663,-2.359136822522542
L_pullback_ema_reclaim,long,25,0.5,18,240,48,15.633910640154976,12.609208300279896,-18.0,-6.937911686888482,0.7083333333333334,32.717408786358966,-18.31211640581014,0.4778468472929097,-2.3660893598450237
L_pullback_ema_reclaim,long,25,0.5,9,60,54,6.631068888206762,7.702861741319311,-9.0,-9.0,0.5740740740740741,16.442119166737708,-10.933066750771145,0.4032977027451162,-2.3689311117932377
L_pullback_ema_reclaim,long,35,0.65,6,60,54,3.612547346517559,-6.0,-6.0,-6.0,0.4074074074074074,16.442119166737708,-10.933066750771145,0.219713001096946,-2.387452653482441
L_pullback_ema_reclaim,long,25,0.35,9,120,55,6.591899539323066,10.961002785515328,-9.0,-9.0,0.5818181818181818,23.262615237946317,-13.946470743202257,0.28336880750064003,-2.408100460676934
L_pullback_ema_reclaim,long,25,0.35,6,60,55,3.5768349861228734,-6.0,-6.0,-6.0,0.45454545454545453,16.809040394391197,-10.73664346172698,0.2127923368734591,-2.4231650138771266
L_pullback_ema_reclaim,long,18,0.5,9,60,54,6.53965298923439,7.702861741319311,-9.0,-9.0,0.5740740740740741,16.442119166737708,-10.933066750771145,0.3977378416319997,-2.4603470107656102
L_pullback_ema_reclaim,long,25,0.25,6,30,55,3.248269955356092,-2.868579052701814,-6.0,-6.0,0.45454545454545453,12.268363736828306,-8.447461828353408,0.26476798577508226,-2.751730044643908
L_pullback_ema_reclaim,long,25,0.65,9,60,54,6.233983294610708,7.24756176633189,-9.0,-9.0,0.5740740740740741,16.442119166737708,-10.933066750771145,0.3791471909060246,-2.7660167053892923
L_pullback_ema_reclaim,long,18,0.65,9,60,54,6.16023802111908,7.24756176633189,-9.0,-9.0,0.5740740740740741,16.442119166737708,-10.933066750771145,0.3746620468230883,-2.8397619788809196
L_pullback_ema_reclaim,long,25,0.35,6,30,55,3.125485538433564,-2.868579052701814,-6.0,-6.0,0.45454545454545453,12.268363736828306,-8.447461828353408,0.25475977118702414,-2.874514461566436
L_pullback_ema_reclaim,long,25,0.5,6,30,55,3.1247821476133795,-2.868579052701814,-6.0,-6.0,0.45454545454545453,12.268363736828306,-8.447461828353408,0.25470243747608495,-2.8752178523866205
L_pullback_ema_reclaim,long,35,0.35,12,240,49,9.052572778998437,10.177287973167214,-12.0,-12.0,0.5306122448979592,33.04232751778682,-17.961864501020226,0.2739689803669369,-2.947427221001563
L_pullback_ema_reclaim,long,18,0.35,12,240,55,9.052073043090408,11.748806716890003,-12.0,-12.0,0.6727272727272727,35.57257290952811,-16.418818349988694,0.25446776273711175,-2.9479269569095923
L_pullback_ema_reclaim,long,18,0.5,6,30,55,3.0512247601688642,-2.868579052701814,-6.0,-6.0,0.45454545454545453,12.268363736828306,-8.447461828353408,0.24870674081902353,-2.9487752398311358
L_pullback_ema_reclaim,long,25,0.65,6,30,55,3.0299265461064397,-2.868579052701814,-6.0,-6.0,0.45454545454545453,12.268363736828306,-8.447461828353408,0.24697071354437647,-2.9700734538935603
L_pullback_ema_reclaim,long,25,0.35,12,120,55,9.020398137138214,15.627347858752838,-12.0,-12.0,0.6909090909090909,23.262615237946317,-13.946470743202257,0.38776371636943074,-2.979601862861786
L_pullback_ema_reclaim,long,35,0.25,6,30,55,2.964035246843487,-2.868579052701814,-6.0,-6.0,0.45454545454545453,12.268363736828306,-8.447461828353408,0.24159988327911835,-3.035964753156513
L_pullback_ema_reclaim,long,35,0.35,6,30,55,2.964035246843487,-2.868579052701814,-6.0,-6.0,0.45454545454545453,12.268363736828306,-8.447461828353408,0.24159988327911835,-3.035964753156513
L_pullback_ema_reclaim,long,35,0.5,6,30,55,2.964035246843487,-2.868579052701814,-6.0,-6.0,0.45454545454545453,12.268363736828306,-8.447461828353408,0.24159988327911835,-3.035964753156513
L_pullback_ema_reclaim,long,35,0.65,6,30,55,2.964035246843487,-2.868579052701814,-6.0,-6.0,0.45454545454545453,12.268363736828306,-8.447461828353408,0.24159988327911835,-3.035964753156513
