event_ts_ms,event_minute_ms,source,post_id,event_side,text
1777709022476,1777708980000,BWE_pricechange_monitor,78734,down,🇨🇳 价格监测：LABUSDT (LAB) 在过去 3 秒内下跌 1.5%。 🇺🇸 Price Monitor: LABUSDT (LAB) -1.5% in the past 3 seconds 💰 市值 LAB MarketCap: 372M
1777709470774,1777709460000,BWE_pricechange_monitor,78735,down,🇨🇳 价格监测：LABUSDT (LAB) 在过去 3 秒内下跌 1.9%。 🇺🇸 Price Monitor: LABUSDT (LAB) -1.9% in the past 3 seconds 💰 市值 LAB MarketCap: 372M
1777709698576,1777709640000,BWE_pricechange_monitor,78736,down,🇨🇳 价格监测：LABUSDT (LAB) 在过去 10 秒内下跌 2.6%。 🇺🇸 Price Monitor: LABUSDT (LAB) -2.6% in the past 10 seconds 💰 市值 LAB MarketCap: 372M
1777710612295,1777710600000,BWE_pricechange_monitor,78737,up,🇨🇳 价格监测：LABUSDT (LAB) 在过去 3 秒内上涨 2.1%。 🇺🇸 Price Monitor: LABUSDT (LAB) +2.1% in the past 3 seconds 💰 市值 LAB MarketCap: 372M
1777711024461,1777711020000,BWE_pricechange_monitor,78738,down,🇨🇳 价格监测：LABUSDT (LAB) 在过去 3 秒内下跌 1.8%。 🇺🇸 Price Monitor: LABUSDT (LAB) -1.8% in the past 3 seconds 💰 市值 LAB MarketCap: 372M
1777711179335,1777711140000,BWE_pricechange_monitor,78739,down,🇨🇳 价格监测：LABUSDT (LAB) 在过去 10 秒内下跌 2.3%。 🇺🇸 Price Monitor: LABUSDT (LAB) -2.3% in the past 10 seconds 💰 市值 LAB MarketCap: 372M
1777711305946,1777711260000,BWE_pricechange_monitor,78740,up,🇨🇳 价格监测：LABUSDT (LAB) 在过去 3 秒内上涨 1.9%。 🇺🇸 Price Monitor: LABUSDT (LAB) +1.9% in the past 3 seconds 💰 市值 LAB MarketCap: 372M
1777711512653,1777711500000,BWE_pricechange_monitor,78741,down,🇨🇳 价格监测：LABUSDT (LAB) 在过去 3 秒内下跌 1.5%。 🇺🇸 Price Monitor: LABUSDT (LAB) -1.5% in the past 3 seconds 💰 市值 LAB MarketCap: 372M
1777711746419,1777711740000,BWE_pricechange_monitor,78742,down,🇨🇳 价格监测：LABUSDT (LAB) 在过去 30 秒内下跌 3.1%。 🇺🇸 Price Monitor: LABUSDT (LAB) -3.1% in the past 30 seconds 💰 市值 LAB MarketCap: 372M
1777711878787,1777711860000,BWE_pricechange_monitor,78743,down,🇨🇳 价格监测：LABUSDT (LAB) 在过去 3 秒内下跌 1.8%。 🇺🇸 Price Monitor: LABUSDT (LAB) -1.8% in the past 3 seconds 💰 市值 LAB MarketCap: 372M
1777712227841,1777712220000,BWE_pricechange_monitor,78744,down,🇨🇳 价格监测：LABUSDT (LAB) 在过去 10 秒内下跌 2.1%。 🇺🇸 Price Monitor: LABUSDT (LAB) -2.1% in the past 10 seconds 💰 市值 LAB MarketCap: 372M
1777712413977,1777712400000,BWE_pricechange_monitor,78745,down,🇨🇳 价格监测：LABUSDT (LAB) 在过去 3 秒内下跌 1.6%。 🇺🇸 Price Monitor: LABUSDT (LAB) -1.6% in the past 3 seconds 💰 市值 LAB MarketCap: 372M
1777712534035,1777712520000,BWE_pricechange_monitor,78746,up,🇨🇳 价格监测：LABUSDT (LAB) 在过去 10 秒内上涨 2.5%。 🇺🇸 Price Monitor: LABUSDT (LAB) +2.5% in the past 10 seconds 💰 市值 LAB MarketCap: 446M
1777713362870,1777713360000,BWE_pricechange_monitor,78747,up,🇨🇳 价格监测：LABUSDT (LAB) 在过去 3 秒内上涨 2.2%。 🇺🇸 Price Monitor: LABUSDT (LAB) +2.2% in the past 3 seconds 💰 市值 LAB MarketCap: 446M
1777713789237,1777713780000,BWE_pricechange_monitor,78748,up,🇨🇳 价格监测：LABUSDT (LAB) 在过去 3 秒内上涨 2.3%。 🇺🇸 Price Monitor: LABUSDT (LAB) +2.3% in the past 3 seconds 💰 市值 LAB MarketCap: 446M
1777713908921,1777713900000,BWE_pricechange_monitor,78749,down,🇨🇳 价格监测：LABUSDT (LAB) 在过去 3 秒内下跌 2.1%。 🇺🇸 Price Monitor: LABUSDT (LAB) -2.1% in the past 3 seconds 💰 市值 LAB MarketCap: 446M
1777714509219,1777714500000,BWE_pricechange_monitor,78751,up,🇨🇳 价格监测：LABUSDT (LAB) 在过去 10 秒内上涨 2%。 🇺🇸 Price Monitor: LABUSDT (LAB) +2% in the past 10 seconds 💰 市值 LAB MarketCap: 446M
1777715495359,1777715460000,BWE_pricechange_monitor,78752,down,🇨🇳 价格监测：LABUSDT (LAB) 在过去 10 秒内下跌 2.1%。 🇺🇸 Price Monitor: LABUSDT (LAB) -2.1% in the past 10 seconds 💰 市值 LAB MarketCap: 446M
1777716038066,1777716000000,BWE_pricechange_monitor,78753,up,🇨🇳 价格监测：LABUSDT (LAB) 在过去 10 秒内上涨 2.2%。 🇺🇸 Price Monitor: LABUSDT (LAB) +2.2% in the past 10 seconds 💰 市值 LAB MarketCap: 460M
1777716524190,1777716480000,BWE_pricechange_monitor,78754,down,🇨🇳 价格监测：LABUSDT (LAB) 在过去 60 秒内下跌 3.6%。 🇺🇸 Price Monitor: LABUSDT (LAB) -3.6% in the past 60 seconds 💰 市值 LAB MarketCap: 460M
1777717055363,1777717020000,BWE_pricechange_monitor,78757,up,🇨🇳 价格监测：LABUSDT (LAB) 在过去 3 秒内上涨 2.4%。 🇺🇸 Price Monitor: LABUSDT (LAB) +2.4% in the past 3 seconds 💰 市值 LAB MarketCap: 460M
1777721711120,1777721700000,BWE_pricechange_monitor,78761,down,🇨🇳 价格监测：LABUSDT (LAB) 在过去 10 秒内下跌 3.3%。 🇺🇸 Price Monitor: LABUSDT (LAB) -3.3% in the past 10 seconds 💰 市值 LAB MarketCap: 495M
1777722002803,1777722000000,BWE_pricechange_monitor,78762,up,🇨🇳 价格监测：LABUSDT (LAB) 在过去 3 秒内上涨 1.8%。 🇺🇸 Price Monitor: LABUSDT (LAB) +1.8% in the past 3 seconds 💰 市值 LAB MarketCap: 495M
1777722269848,1777722240000,BWE_pricechange_monitor,78763,up,🇨🇳 价格监测：LABUSDT (LAB) 在过去 10 秒内上涨 2.1%。 🇺🇸 Price Monitor: LABUSDT (LAB) +2.1% in the past 10 seconds 💰 市值 LAB MarketCap: 495M
1777724151732,1777724100000,BWE_pricechange_monitor,78768,up,🇨🇳 价格监测：LABUSDT (LAB) 在过去 3 秒内上涨 2.1%。 🇺🇸 Price Monitor: LABUSDT (LAB) +2.1% in the past 3 seconds 💰 市值 LAB MarketCap: 479M
1777730471573,1777730460000,BWE_pricechange_monitor,78776,up,🇨🇳 价格监测：LABUSDT (LAB) 在过去 3 秒内上涨 2.9%。 🇺🇸 Price Monitor: LABUSDT (LAB) +2.9% in the past 3 seconds 💰 市值 LAB MarketCap: 518M
1777731273704,1777731240000,BWE_pricechange_monitor,78777,up,🇨🇳 价格监测：LABUSDT (LAB) 在过去 30 秒内上涨 4.6%。 🇺🇸 Price Monitor: LABUSDT (LAB) +4.6% in the past 30 seconds 💰 市值 LAB MarketCap: 518M
1777731485333,1777731480000,BWE_pricechange_monitor,78778,up,🇨🇳 价格监测：LABUSDT (LAB) 在过去 3 秒内上涨 4.2%。 🇺🇸 Price Monitor: LABUSDT (LAB) +4.2% in the past 3 seconds 💰 市值 LAB MarketCap: 518M
1777731650945,1777731600000,BWE_pricechange_monitor,78782,up,🇨🇳 价格监测：LABUSDT (LAB) 在过去 3 秒内上涨 2%。 🇺🇸 Price Monitor: LABUSDT (LAB) +2% in the past 3 seconds 💰 市值 LAB MarketCap: 518M
1777732458243,1777732440000,BWE_pricechange_monitor,78785,up,🇨🇳 价格监测：LABUSDT (LAB) 在过去 60 秒内上涨 5%。 🇺🇸 Price Monitor: LABUSDT (LAB) +5% in the past 60 seconds 💰 市值 LAB MarketCap: 518M
1777732881379,1777732860000,BWE_pricechange_monitor,78786,up,🇨🇳 价格监测：LABUSDT (LAB) 在过去 3 秒内上涨 1.7%。 🇺🇸 Price Monitor: LABUSDT (LAB) +1.7% in the past 3 seconds 💰 市值 LAB MarketCap: 518M
1777733836681,1777733820000,BWE_pricechange_monitor,78787,up,🇨🇳 价格监测：LABUSDT (LAB) 在过去 10 秒内上涨 2.2%。 🇺🇸 Price Monitor: LABUSDT (LAB) +2.2% in the past 10 seconds 💰 市值 LAB MarketCap: 518M
1777733960808,1777733940000,BWE_pricechange_monitor,78788,down,🇨🇳 价格监测：LABUSDT (LAB) 在过去 60 秒内下跌 4%。 🇺🇸 Price Monitor: LABUSDT (LAB) -4% in the past 60 seconds 💰 市值 LAB MarketCap: 518M
1777735568962,1777735560000,BWE_pricechange_monitor,78791,up,🇨🇳 价格监测：LABUSDT (LAB) 在过去 3 秒内上涨 3%。 🇺🇸 Price Monitor: LABUSDT (LAB) +3% in the past 3 seconds 💰 市值 LAB MarketCap: 608M
1777735841982,1777735800000,BWE_pricechange_monitor,78792,down,🇨🇳 价格监测：LABUSDT (LAB) 在过去 3 秒内下跌 1.7%。 🇺🇸 Price Monitor: LABUSDT (LAB) -1.7% in the past 3 seconds 💰 市值 LAB MarketCap: 608M
1777737628499,1777737600000,BWE_pricechange_monitor,78798,up,🇨🇳 价格监测：LABUSDT (LAB) 在过去 10 秒内上涨 2.2%。 🇺🇸 Price Monitor: LABUSDT (LAB) +2.2% in the past 10 seconds 💰 市值 LAB MarketCap: 664M
1777737761877,1777737720000,BWE_pricechange_monitor,78799,up,🇨🇳 价格监测：LABUSDT (LAB) 在过去 3 秒内上涨 2%。 🇺🇸 Price Monitor: LABUSDT (LAB) +2% in the past 3 seconds 💰 市值 LAB MarketCap: 664M
1777738266861,1777738260000,BWE_pricechange_monitor,78801,up,🇨🇳 价格监测：LABUSDT (LAB) 在过去 3 秒内上涨 2.8%。 🇺🇸 Price Monitor: LABUSDT (LAB) +2.8% in the past 3 seconds 💰 市值 LAB MarketCap: 664M
1777738403257,1777738380000,BWE_pricechange_monitor,78802,up,🇨🇳 价格监测：LABUSDT (LAB) 在过去 3 秒内上涨 2.1%。 🇺🇸 Price Monitor: LABUSDT (LAB) +2.1% in the past 3 seconds 💰 市值 LAB MarketCap: 664M
1777738582857,1777738560000,BWE_pricechange_monitor,78804,up,🇨🇳 价格监测：LABUSDT (LAB) 在过去 10 秒内上涨 2.1%。 🇺🇸 Price Monitor: LABUSDT (LAB) +2.1% in the past 10 seconds 💰 市值 LAB MarketCap: 664M
1777738927015,1777738920000,BWE_pricechange_monitor,78808,up,🇨🇳 价格监测：LABUSDT (LAB) 在过去 10 秒内上涨 2.1%。 🇺🇸 Price Monitor: LABUSDT (LAB) +2.1% in the past 10 seconds 💰 市值 LAB MarketCap: 664M
1777739012473,1777738980000,BWE_OI_Price_monitor,13363,up,"🇨🇳 🟢 LABUSDT 币安未平仓合约量 -5.0%，过去 3600 秒价格上涨 23.7%，未平仓合约量：8780 万美元，未平仓合约量/市值比率：13.2%，24 小时价格变动：+386.2% 🇺🇸 🟢 LABUSDT Binance openinterest -5.0%, Price +23.7% in the past 3600 seconds, OI: $87.8M, OI/Marketcap ratio: 13.2%, 24H Price Change: +386.2% 💰 市值 LAB MarketCap: 664M"
1777739286206,1777739280000,BWE_pricechange_monitor,78809,down,🇨🇳 价格监测：LABUSDT (LAB) 在过去 3 秒内下跌 1.8%。 🇺🇸 Price Monitor: LABUSDT (LAB) -1.8% in the past 3 seconds 💰 市值 LAB MarketCap: 664M
1777739383627,1777739340000,BWE_Reserved6,399,down,🇨🇳 🔻 LABUSDT 币安期货价格在过去 180 秒内下跌了 10.8%。 🇺🇸 🔻 LABUSDT Binance futures price dropped 10.8% in the past 180 seconds 💰 市值 LAB MarketCap: 664M
1777739406611,1777739400000,BWE_pricechange_monitor,78810,down,🇨🇳 价格监测：LABUSDT (LAB) 在过去 90 秒内下跌 8.7%。 🇺🇸 Price Monitor: LABUSDT (LAB) -8.7% in the past 90 seconds 💰 市值 LAB MarketCap: 664M
1777739526061,1777739520000,BWE_pricechange_monitor,78812,up,🇨🇳 价格监测：LABUSDT (LAB) 在过去 3 秒内上涨 1.7%。 🇺🇸 Price Monitor: LABUSDT (LAB) +1.7% in the past 3 seconds 💰 市值 LAB MarketCap: 664M
1777740059781,1777740000000,BWE_pricechange_monitor,78813,up,🇨🇳 价格监测：LABUSDT (LAB) 在过去 3 秒内上涨 2.3%。 🇺🇸 Price Monitor: LABUSDT (LAB) +2.3% in the past 3 seconds 💰 市值 LAB MarketCap: 664M
1777740799471,1777740780000,BWE_pricechange_monitor,78814,down,🇨🇳 价格监测：LABUSDT (LAB) 在过去 3 秒内下跌 2.6%。 🇺🇸 Price Monitor: LABUSDT (LAB) -2.6% in the past 3 seconds 💰 市值 LAB MarketCap: 664M
1777741536115,1777741500000,BWE_pricechange_monitor,78815,down,🇨🇳 价格监测：LABUSDT (LAB) 在过去 10 秒内下跌 2.3%。 🇺🇸 Price Monitor: LABUSDT (LAB) -2.3% in the past 10 seconds 💰 市值 LAB MarketCap: 709M
1777741686616,1777741680000,BWE_pricechange_monitor,78816,up,🇨🇳 价格监测：LABUSDT (LAB) 在过去 3 秒内上涨 1.8%。 🇺🇸 Price Monitor: LABUSDT (LAB) +1.8% in the past 3 seconds 💰 市值 LAB MarketCap: 709M
1777741814092,1777741800000,BWE_pricechange_monitor,78817,up,🇨🇳 价格监测：LABUSDT (LAB) 在过去 60 秒内上涨 3.8%。 🇺🇸 Price Monitor: LABUSDT (LAB) +3.8% in the past 60 seconds 💰 市值 LAB MarketCap: 709M
