exit_family,side,horizon_min,tested_strategies,sample_gt15_count,sample_ge50_count,sample_ge100_count,median_sample_size,max_sample_size,best_median_net_pct,median_of_median_net_pct,median_p10_net_pct,best_robust_score,median_robust_score,median_stability_score,best_stability_score,positive_stress_rate_pct,positive_p10_rate_pct,future_safety_pass_rate_pct,median_baseline_lift_pct,unique_clusters,unique_exit_families,unique_entry_families,median_top_symbol_share_pct,best_strategy_id,best_sample_size,best_sample_tier,exit_catalog_score
trailing_stop,long,10,8100,8100,6402,3927,94.0,3795,0.2192706568166613,-0.1705543370917439,-1.0596773587167263,-0.0014869192792875,-0.0025083001919649,0.27633372500000003,0.360248725,0.0,0.0,100.0,0.2811751095578075,33,1,6,33.33333333333333,v6_831c72a7181d938e81,94,validated_watchlist,0.37117647058823533
multi_tp_sl,long,15,130,130,0,0,30.0,30,1.606506109237671,1.606506109237671,-1.884825900197029,0.0025673285621404,0.0024173285621404,0.33229580000000003,0.33530905,100.0,0.0,100.0,2.0582355558872223,2,1,2,26.666666666666668,v6_7de084ff624f580fd2,30,exploratory_watchlist,0.36411764705882355
trailing_stop,long,5,3188,3188,1329,883,39.0,3032,0.2128981286659836,0.0559531385079026,-0.6358877755701542,0.0013096171192452,-0.0009211846447177,0.324141775,0.33851687500000005,0.0,0.0,100.0,0.507682585157454,18,1,4,32.142857142857146,v6_d59eae0b6cdb6bfe5a,59,validated_watchlist,0.3630882352941176
trailing_stop,long,15,6364,6364,4656,3200,117.0,3659,0.1828402979299426,-0.1693801255896687,-0.9434334002435208,-0.0011276837277971,-0.0028869129030965,0.2797849,0.3478158,0.0,0.0,100.0,0.2823493210598827,33,1,6,19.33333333333333,v6_7067294221e65e3715,146,higher_confidence_watchlist,0.35911764705882354
multi_tp_sl,long,5,47,47,0,0,26.0,26,0.4680784419178962,0.4680784419178962,-0.4868514835834503,0.0013890457903593,0.0013890457903593,0.33639150000000007,0.33639150000000007,100.0,0.0,100.0,0.9198078885674477,1,1,1,19.230769230769237,v6_a4c9e3d204343a1ace,26,early_alpha,0.3497058823529412
indicator_invalidation,short,240,179,179,0,0,33.0,33,1.7273325473070145,1.7273325473070145,-2.2241588681936264,0.0007531873109936,0.0007531873109936,0.30820754999999994,0.30820754999999994,100.0,0.0,100.0,2.179061993956566,2,1,1,21.21212121212121,v6_396932e7db2e3f3199,33,exploratory_watchlist,0.345
breakeven_ratchet,short,30,243,243,0,0,27.0,27,1.5857838094234469,1.5857838094234469,-3.740436583757401,0.0020894692362017,0.0020894692362017,0.289645825,0.289645825,100.0,0.0,100.0,2.037513256072998,1,1,2,44.44444444444444,v6_4fe098f35d6b121022,27,early_alpha,0.31882352941176473
multi_tp_sl,short,15,61,61,0,0,23.0,23,1.275841053575277,0.8605754934251308,-1.5472473576664925,0.004056723992154,0.0015830351792275,0.281507675,0.33472385000000004,100.0,0.0,100.0,1.3123049400746822,1,1,1,34.78260869565217,v6_129dfb095d248a5a1a,23,early_alpha,0.3173529411764706
trailing_stop,long,30,3059,3059,151,44,42.0,462,0.5829973146319389,0.1058194320648908,-0.931805744767189,0.0005647784181497,-0.0010768391355872,0.26179755000000005,0.33321015000000004,1.4383785550833605,0.0,100.0,0.5575488787144423,14,1,7,28.57142857142857,v6_8bce7f7c19d93710ed,42,exploratory_watchlist,0.3172058823529411
multi_tp_sl,short,240,14,14,14,0,74.0,74,2.123912423849106,2.123912423849106,-2.2241588681936264,0.0013861569690704,0.0013861569690704,0.31920024999999996,0.31920024999999996,100.0,0.0,100.0,2.5756418704986572,1,1,1,14.864864864864863,v6_b9117f863f9989b2d1,74,validated_watchlist,0.30970588235294116
fixed_tp_sl,long,15,175,175,0,0,20.0,20,1.05457603931427,1.05457603931427,-1.1554325930774212,0.0013954164750874,0.0013954164750874,0.282654525,0.282654525,100.0,0.0,100.0,1.5063054859638214,1,1,1,25.0,v6_d0bfecb4934530e4d6,20,early_alpha,0.30176470588235293
trailing_stop,long,60,3108,3108,1583,1319,56.0,215,0.9057782590389252,-0.1545862527564168,-4.352470487356186,0.0021186010723933,-0.0075559335619769,0.13516062500000003,0.3146533250000001,38.32046332046332,0.0,100.0,0.2971431938931346,15,1,7,20.0,v6_5a202df687fd1344b7,23,early_alpha,0.30014705882352943
time_decay,short,5,271,271,0,0,34.0,34,0.0997458701021969,0.0997458701021969,-0.3909577615559101,0.0014889997384604,0.0014889997384604,0.340484125,0.340484125,0.0,0.0,100.0,0.5514753167517483,1,1,1,32.35294117647059,v6_93f8b7b60d534d8ab2,34,exploratory_watchlist,0.2935294117647059
state_machine,short,120,43,43,0,0,22.0,22,5.887006223201752,4.662005975842476,-5.224158987402916,0.0074200447648763,0.0031325438991189,0.25726502500000004,0.3006163750000001,100.0,0.0,100.0,5.113735422492027,1,1,1,31.818181818181817,v6_4f4e5a187bb5a1a858,22,early_alpha,0.28
indicator_invalidation,long,15,19,19,0,0,22.0,22,0.4996250849217176,0.4996250849217176,-0.834170263260603,0.0009841375673189,0.0009841375673189,0.28675882500000005,0.28675882500000005,100.0,0.0,100.0,0.951354531571269,1,1,1,18.181818181818183,v6_b351694899b3a9ee31,22,early_alpha,0.2785294117647059
partial_ladder,short,60,30,30,0,0,24.0,24,2.1484728902578354,1.056472770869732,-1.90607700496912,0.0044932587280869,0.0012859813593327,0.26544005000000004,0.29906685000000005,100.0,0.0,100.0,1.5082022175192833,1,1,1,20.833333333333336,v6_17c75d63ffb4dce6a1,24,early_alpha,0.2767647058823529
trailing_stop,long,120,2377,2377,1682,668,71.0,186,1.0140661150217056,-0.2795439912006259,-5.224158987402916,-0.0025108507117629,-0.0095899164087139,0.123329875,0.24566305000000002,3.660075725704669,0.0,100.0,0.1721854554489255,25,1,7,18.461538461538463,v6_47e0bd06041a16cb3b,56,validated_watchlist,0.26073529411764707
state_machine,short,60,68,68,0,0,22.0,22,2.613515220582485,2.613515220582485,-5.224158987402916,0.0021124363131821,0.0021124363131821,0.215645125,0.215645125,100.0,0.0,100.0,3.0652446672320366,1,1,1,31.818181818181817,v6_14c469caed6dc55c80,22,early_alpha,0.25264705882352945
runner_trail,short,60,17,17,0,0,22.0,22,1.718742959201336,1.718742959201336,-5.224158987402916,0.0020033606313169,0.0020033606313169,0.20099255,0.20099255,100.0,0.0,100.0,2.1704724058508873,1,1,1,31.818181818181817,v6_635ebb445ce19954ea,22,early_alpha,0.22823529411764706
trailing_stop,short,5,401,401,0,0,22.0,22,-0.1939991721883416,-0.1939991721883416,-0.8010935038328171,-0.0026063007372431,-0.0026063007372431,0.232522275,0.232522275,0.0,0.0,100.0,0.2577302744612098,2,1,2,50.0,v6_22fb648df3d5195c33,22,early_alpha,0.20558823529411765
trailing_stop,short,60,358,358,0,0,23.0,23,-0.2683953614905476,-0.2683953614905476,-1.0904698632657528,-0.0043997541665099,-0.0043997541665099,0.19654527500000002,0.19654527500000002,0.0,0.0,100.0,0.1833340851590038,3,1,1,34.78260869565217,v6_802bf99728b2c3618e,23,early_alpha,0.18455882352941175
trailing_stop,short,30,85,85,0,0,23.0,23,-0.2683953614905476,-0.2683953614905476,-1.0904698632657528,-0.0043997541665099,-0.0043997541665099,0.19654527500000002,0.19654527500000002,0.0,0.0,100.0,0.1833340851590038,1,1,1,34.78260869565217,v6_281d41fbc7eaf543b0,23,early_alpha,0.13955882352941176
