strategy_id,strategy_family,channel,event_type,side,entry_timing,exit_family,horizon_min,sample_size,sample_tier,median_net_pct,p10_net_pct,stress_fee_slippage_median_net_pct,stress_latency_median_net_pct,walk_forward_positive_rate_pct,top_symbol_share_pct,robust_score,stability_score,baseline_lift_median_pct,strategy_similarity_cluster_id,future_safety_pass,decision
v6_9519c36d9816063427,oi_funding_continuation,ANY,crash,short,3m,time_decay,240,34,exploratory_watchlist,23.821711540222168,-4.224158823490143,23.55339527130127,23.67171347141266,100.0,32.35294117647059,0.0724035139203071,0.72169575,24.27344098687172,cluster_1cf6ac0b8b,True,watchlist
v6_8cc267af7e8ea2a836,oi_funding_continuation,ANY,crash,short,3m,time_decay,240,34,exploratory_watchlist,23.821711540222168,-4.224158823490143,23.55339527130127,23.67171347141266,100.0,32.35294117647059,0.0724035139203071,0.72169575,24.27344098687172,cluster_1cf6ac0b8b,True,watchlist
v6_f1b301d789c3884c73,oi_funding_continuation,ANY,crash,short,3m,time_decay,240,34,exploratory_watchlist,23.821711540222168,-4.224158823490143,23.55339527130127,23.67171347141266,100.0,32.35294117647059,0.0724035139203071,0.72169575,24.27344098687172,cluster_1cf6ac0b8b,True,watchlist
v6_78100c33d5a4d0b2b9,oi_funding_continuation,ANY,crash,short,3m,time_decay,240,34,exploratory_watchlist,23.821711540222168,-4.224158823490143,23.55339527130127,23.67171347141266,100.0,32.35294117647059,0.0724035139203071,0.72169575,24.27344098687172,cluster_1cf6ac0b8b,True,watchlist
v6_e7f8838c01bce19b3e,oi_funding_continuation,ANY,crash,short,3m,time_decay,240,34,exploratory_watchlist,23.821711540222168,-4.224158823490143,23.55339527130127,23.67171347141266,100.0,32.35294117647059,0.0724035139203071,0.72169575,24.27344098687172,cluster_1cf6ac0b8b,True,watchlist
v6_6f5a96e7b67ebdb74f,oi_funding_continuation,ANY,crash,short,3m,time_decay,240,34,exploratory_watchlist,23.821711540222168,-4.224158823490143,23.55339527130127,23.67171347141266,100.0,32.35294117647059,0.0724035139203071,0.72169575,24.27344098687172,cluster_1cf6ac0b8b,True,watchlist
v6_74b0523d143580b646,oi_funding_continuation,ANY,crash,short,3m,time_decay,240,34,exploratory_watchlist,23.821711540222168,-4.224158823490143,23.55339527130127,23.67171347141266,100.0,32.35294117647059,0.0724035139203071,0.72169575,24.27344098687172,cluster_1cf6ac0b8b,True,watchlist
v6_cf6322061ec948ddba,oi_funding_continuation,ANY,crash,short,3m,time_decay,240,34,exploratory_watchlist,23.821711540222168,-4.224158823490143,23.55339527130127,23.67171347141266,100.0,32.35294117647059,0.0724035139203071,0.72169575,24.27344098687172,cluster_1cf6ac0b8b,True,watchlist
v6_fb321784c76a601d1c,oi_funding_continuation,ANY,crash,short,3m,time_decay,240,34,exploratory_watchlist,23.821711540222168,-4.224158823490143,23.55339527130127,23.67171347141266,100.0,32.35294117647059,0.0724035139203071,0.72169575,24.27344098687172,cluster_1cf6ac0b8b,True,watchlist
v6_db49c2483a901fa97e,oi_funding_continuation,ANY,crash,short,3m,time_decay,240,34,exploratory_watchlist,23.821711540222168,-4.224158823490143,23.55339527130127,23.67171347141266,100.0,32.35294117647059,0.0724035139203071,0.72169575,24.27344098687172,cluster_1cf6ac0b8b,True,watchlist
v6_f7aabfb9c1ee8fee94,oi_funding_continuation,ANY,crash,short,3m,time_decay,240,34,exploratory_watchlist,23.821711540222168,-4.224158823490143,23.55339527130127,23.67171347141266,100.0,32.35294117647059,0.0724035139203071,0.72169575,24.27344098687172,cluster_1cf6ac0b8b,True,watchlist
v6_0f6a42f66a45efad84,oi_funding_continuation,ANY,crash,short,3m,time_decay,240,34,exploratory_watchlist,23.821711540222168,-4.224158823490143,23.55339527130127,23.67171347141266,100.0,32.35294117647059,0.0724035139203071,0.72169575,24.27344098687172,cluster_1cf6ac0b8b,True,watchlist
v6_c4a14f0ab4a9feedf3,oi_funding_continuation,ANY,crash,short,3m,time_decay,240,34,exploratory_watchlist,23.821711540222168,-4.224158823490143,23.55339527130127,23.67171347141266,100.0,32.35294117647059,0.0724035139203071,0.72169575,24.27344098687172,cluster_1cf6ac0b8b,True,watchlist
v6_07adc6680c04cfe4de,oi_funding_continuation,ANY,crash,short,3m,time_decay,240,34,exploratory_watchlist,23.821711540222168,-4.224158823490143,23.55339527130127,23.67171347141266,100.0,32.35294117647059,0.0724035139203071,0.72169575,24.27344098687172,cluster_1cf6ac0b8b,True,watchlist
v6_ba4c1afe9c5a4920a0,oi_funding_continuation,ANY,crash,short,3m,time_decay,240,34,exploratory_watchlist,23.821711540222168,-4.224158823490143,23.55339527130127,23.67171347141266,100.0,32.35294117647059,0.0724035139203071,0.72169575,24.27344098687172,cluster_1cf6ac0b8b,True,watchlist
v6_8d0125b8aa5a0fa3b9,oi_funding_continuation,ANY,crash,short,3m,time_decay,240,34,exploratory_watchlist,23.821711540222168,-4.224158823490143,23.55339527130127,23.67171347141266,100.0,32.35294117647059,0.0724035139203071,0.72169575,24.27344098687172,cluster_1cf6ac0b8b,True,watchlist
v6_161f9416cddbd2d6b5,oi_funding_continuation,ANY,crash,short,3m,time_decay,240,34,exploratory_watchlist,23.821711540222168,-4.224158823490143,23.55339527130127,23.67171347141266,100.0,32.35294117647059,0.0724035139203071,0.72169575,24.27344098687172,cluster_1cf6ac0b8b,True,watchlist
v6_c3bbe4e24b910a5ad1,oi_funding_continuation,ANY,crash,short,3m,time_decay,240,34,exploratory_watchlist,23.821711540222168,-4.224158823490143,23.55339527130127,23.67171347141266,100.0,32.35294117647059,0.0724035139203071,0.72169575,24.27344098687172,cluster_1cf6ac0b8b,True,watchlist
v6_baa2337b9e5dc8fbd1,freshness_strict_confirmation,ANY,crash,short,5m,time_decay,240,22,early_alpha,23.300617933273315,-4.224158823490143,23.032301664352417,23.15061986446381,0.0,36.36363636363637,0.0700524135687134,0.623021175,23.752347379922867,cluster_0fb3816fe7,True,watchlist
v6_26565a079227d5b285,freshness_strict_confirmation,ANY,crash,short,5m,time_decay,240,22,early_alpha,23.300617933273315,-4.224158823490143,23.032301664352417,23.15061986446381,0.0,36.36363636363637,0.0700524135687134,0.623021175,23.752347379922867,cluster_0fb3816fe7,True,watchlist
v6_058ccd2e840328e7a8,freshness_strict_confirmation,ANY,crash,short,5m,time_decay,240,22,early_alpha,23.300617933273315,-4.224158823490143,23.032301664352417,23.15061986446381,0.0,36.36363636363637,0.0700524135687134,0.623021175,23.752347379922867,cluster_0fb3816fe7,True,watchlist
v6_aea4c28596fc846fe2,freshness_strict_confirmation,ANY,crash,short,5m,time_decay,240,22,early_alpha,23.300617933273315,-4.224158823490143,23.032301664352417,23.15061986446381,0.0,36.36363636363637,0.0700524135687134,0.623021175,23.752347379922867,cluster_0fb3816fe7,True,watchlist
v6_301ae7433d4d0ec131,freshness_strict_confirmation,ANY,crash,short,5m,time_decay,240,22,early_alpha,23.300617933273315,-4.224158823490143,23.032301664352417,23.15061986446381,0.0,36.36363636363637,0.0700524135687134,0.623021175,23.752347379922867,cluster_0fb3816fe7,True,watchlist
